iteration,pid,true_energy_init,reco_calo_ke
35,0,472.1461534500122,252.27964470185432
37,1,733.4742032938501,585.4243634695031
37,1,688.2467352800866,462.8193315253201
37,0,135.70199551522336,113.35398662521179
38,1,464.5174228601954,324.3800519460655
38,1,342.4704753809473,276.1163550687124
38,0,682.8967332839966,642.0335149190513
38,0,18.53226059870959,15.016983216067397
38,0,421.62701410509754,285.28607839561374
41,0,521.7908620834351,482.68057581890065
42,1,356.21214741997926,282.6587355280497
42,1,748.3562313967248,629.7068400555347
42,0,858.8775992393495,694.9330525225904
42,0,111.3141179084778,94.0478956842997
43,0,160.83401441574097,115.44389839631967
43,0,50.74979431853722,46.94038299192866
43,0,204.4109983934532,166.44369837749437
45,0,941.7725801467896,745.4689853162652
46,0,349.00206327438354,225.52681428840364
46,1,2707.569428628018,2026.7675192959339
46,0,17.629880227629048,870.8310782191265
46,0,1101.1603573418734,870.8310782191265
46,0,409.76482664418734,186.12134083207832
46,0,518.0230320634903,722.2176793109941
49,0,892.0646905899048,681.4050881259413
50,1,262.95090550713746,525.7100300616529
50,0,499.6038675308227,422.36379600432986
52,0,726.2775897979736,575.9520749011672
52,1,2737.6936757021454,2229.574548192771
52,0,159.57418699110067,164.6063747176205
52,0,406.5321135986157,343.1395749011672
53,0,455.5055499076843,371.0582319512425
53,0,131.51865418886698,131.0980371682041
53,0,681.9934428462491,615.9307640719127
54,0,350.0732183456421,264.4490805016943
54,1,857.5898491793176,623.4272049134037
54,0,281.2004685401917,215.29359013201244
54,0,731.8589091300965,598.3700671827937
54,1,2227.54842871957,1797.7189029555725
55,0,861.3808751106263,639.7524178746236
55,0,57.836902816515284,42.70265418362905
55,0,774.6183266988407,563.7850474162275
55,0,374.82872096556724,273.6865307911333
55,0,599.0892612526964,512.8531950065889
57,0,72.225276035935,58.33004871046687
57,0,249.07060909667788,175.8025755365211
58,1,2136.5133606844447,1454.3724703501507
59,1,1821.8475067072407,1407.5645354856929
60,1,1614.7709571772118,1756.3920721950303
60,0,415.5040383338928,336.02530238140065
60,0,328.62360266764284,253.25892804616907
61,1,782.0687376909752,634.8778414439007
61,0,615.5295968055725,499.8897690370859
61,0,107.53830002500806,79.26370092185148
61,0,445.7501387055971,336.6749223456326
62,0,638.5685801506044,503.70351033038406
64,1,716.7103373461267,467.06756224115213
64,0,602.4031043052673,472.70375447100906
64,0,398.6764359960616,283.0061211643449
64,0,538.9154337113553,341.5833254894579
65,0,504.75943088531506,432.87169674792926
67,1,716.4185130053065,584.3045154249812
67,0,230.19804947841644,181.59565753247367
67,0,867.8023851029269,695.3969197100904
68,1,355.94905251794063,312.56147637424704
68,0,850.9595394134521,741.9278432087726
69,1,2660.1878487520717,1962.1705572289159
70,0,323.0383396148681,172.02628262071727
70,0,287.10260912359985,217.37512795321913
70,0,230.37970341306857,137.9115093185241
70,0,79.82506207285122,44.201411971126696
70,0,681.2888255897926,513.9644025320031
71,0,997.4073767662051,852.2424169333585
71,0,250.14358758926386,199.81796080807607
71,1,1870.2982150965236,1064.6760871611448
71,0,444.89539279326254,325.6719750094127
71,0,591.903347257989,401.313138295369
71,0,187.86670497095886,150.45156823583397
71,0,279.2999778135878,231.7173601633095
73,1,870.2992879801295,491.5125467691077
74,0,720.5482721328735,577.1179934582079
75,0,253.54093313217163,189.58356007035957
75,1,962.4945604258082,695.9184393825302
76,0,53.76249551773071,46.052252528179125
76,0,858.7268590927124,562.7478174416416
76,0,391.58569408356976,309.88887189382535
76,0,342.01295835542044,262.8313914839044
77,1,2146.6152750902675,1470.0576230704069
78,0,859.8385453224181,686.9109004376883
79,0,886.6934776306153,788.9719032379519
80,1,346.38948077492915,294.31630329913406
80,1,1453.3305847101706,1117.650925969503
80,0,82.79890728242378,62.32235000794193
80,0,65.66983645896585,45.04872517413404
81,0,623.7950325012208,529.4632141848645
81,0,214.38425779342654,159.3721504671028
81,0,956.2507271766663,440.1001711925829
81,0,264.1377216275371,206.40199959996238
82,1,317.10236551277535,206.93499094032381
84,0,934.3720078468323,882.0099979998118
84,1,582.9024397783777,434.8054816923946
85,0,971.8915820121765,729.9184776214232
85,0,923.7817525863646,631.3238304781627
85,0,184.73553657531738,162.3663844832455
87,1,2291.3227760248674,1930.0966561558737
88,1,448.47310418420045,423.6498729292169
89,0,110.80352287852057,59.68009305287557
92,1,736.3460146837733,666.8685729245105
95,0,304.9734154742683,243.86103986257532
96,1,1426.9970142298243,1201.0488487151733
98,0,139.026939868927,89.37714358410204
99,0,336.2252491082102,234.33797445641946
99,0,85.21571789766669,78.54372507118318
99,0,27.611136930510416,23.64109912550593
100,1,1436.5939580851102,388.38728939194283
102,0,757.807195186615,747.0057475997742
102,0,808.1477880477906,751.1034126741341
103,0,580.7526707649231,452.97969220632535
103,0,188.39256593476333,149.33334718267602
103,0,106.80237078804016,83.67197427404933
104,1,1967.4877011232873,1853.8168298192772
105,0,737.4982957078423,509.94247988045936
105,0,41.05001174475965,137.5332751906062
105,0,42.340072349377905,30.15481650111187
105,0,145.29031021140423,137.5332751906062
107,0,607.1937084197998,512.0653267366341
107,1,429.828056042721,323.9058529038027
107,0,994.3649172782899,810.2511854056853
108,0,312.0719790458679,266.0010096538498
108,1,369.75658768944953,281.77049016378015
108,0,506.6997914072142,398.8100350621235
108,0,24.62248394541298,19.16686138474798
110,1,491.1921703272363,392.5909203219127
110,1,700.9591543131372,603.6761548145709
110,0,613.8652563095092,456.610989857869
114,1,422.28037947945796,334.85651590737956
115,0,202.76129245758057,119.38687979456891
116,0,754.4220895585067,208.7296083749059
116,0,46.67210608977079,10.112686616828643
118,0,434.5177412033081,258.95016222115026
118,0,426.71698331832886,214.08798033932607
118,0,361.27476787211714,256.2330498752824
118,0,302.23489421045537,230.52608995552524
118,0,323.70426335193395,265.27434199689384
118,0,295.77013703739476,211.79309523249248
119,0,997.0144033432008,731.6019448889308
120,1,2050.924071019222,1490.3755647590363
120,0,342.59420633316046,269.5832769554782
120,0,428.19303274154663,380.9325436511672
120,0,409.5277039758515,252.96141842761674
122,0,61.98494376190423,48.621740685888085
123,0,644.8246240615844,486.8531744164157
124,1,750.0994884424706,605.3152429052146
125,1,907.0496046000026,886.0810429216868
126,0,64.49970420646109,53.86872808617282
126,0,72.64663040086651,51.83407886918769
127,0,325.3104090690613,253.0683402555535
129,1,567.961939518978,380.8637136436371
130,0,469.7956997052599,352.5486222232681
130,0,647.9607548606267,521.620159838573
131,0,663.3248811637951,561.0224344644203
132,1,1464.5640336924098,1103.2686164580198
132,0,522.3563623153673,312.85926175404745
132,0,79.9393213127401,54.13967270448984
134,0,511.1352801322937,372.53348109233815
134,1,483.6721503191491,353.71825436511676
134,1,110.05670661263669,84.46144195924323
134,0,57.040641580540445,46.95679997823325
134,0,547.4831645121858,533.1790050828314
134,0,556.4440581863945,529.6175669474775
135,0,840.8246636390686,592.8894410650414
136,1,992.2334038668176,701.9781273531627
136,0,169.08980037805236,150.5051210702184
136,0,758.7802331249369,428.79881341773347
137,1,2733.3978497438925,2255.2484351468374
137,0,696.5789794921875,637.4447742140437
137,0,589.7802710533143,474.5295880788781
138,1,207.6963865213892,120.71876066276828
139,0,718.2671251794781,562.4627906155874
140,1,15.420266335537109,18.466362321233177
140,0,97.59355996390437,82.38190800310618
140,0,188.44359407063382,138.3958104145096
144,1,901.7629706316493,737.6893560570408
144,0,534.9140886650622,508.75957443053466
144,0,145.28513451227437,508.75957443053466
145,0,216.70292611783103,154.72897449171688
145,0,89.82146367152325,66.08163305075773
146,0,40.871381759643555,36.67958730674652
147,0,322.2683668136597,272.44852824383474
147,0,323.7962664372736,225.4788685993976
147,0,319.50539195240276,241.9440028179123
148,1,874.18145770364,767.1337449407004
148,1,1774.3159019403954,1508.0814959054971
148,0,692.7905466771697,628.9506659450302
148,0,252.6048828088474,51.14695537521179
149,0,775.6998528696364,718.1381041745107
149,0,113.92469901275061,718.1381041745107
151,0,387.4705110144407,289.8614538721292
156,1,697.5304567270775,548.3658756118224
156,0,585.720256700402,348.0462867093374
156,0,321.32053513207643,326.69651996658513
156,0,279.1985365077698,237.2975912438818
156,0,429.70853164172735,366.38543921780877
157,0,161.14580631256104,120.93167592243977
157,1,1223.3949982576864,985.0221197289158
157,0,36.24582251211634,157.07217296922065
157,0,148.26592096114808,157.07217296922065
157,0,675.6167250641437,490.63956019390065
158,0,355.0261855125427,260.98243069935995
158,0,92.62579679489136,63.30000176487199
158,0,482.7938675880432,401.95849315229674
158,0,296.8370533200551,235.19084884459716
159,0,939.2920136451721,650.898981668863
159,0,539.133361241101,354.5727833207832
159,0,340.06341692266795,212.64850662415287
159,0,569.748087667119,278.8251761930535
161,1,98.33604926400392,78.50332604833397
161,1,1212.907739823391,845.5543609986823
163,1,508.98660058312606,377.9267460466868
163,0,57.98926755068531,55.80736642860505
164,1,934.225746338894,758.926428369729
164,0,713.4946584701538,597.35107421875
164,1,527.6612722330589,62.74526205407568
165,0,310.6306791305542,172.77354045086597
165,0,731.9633992637795,609.9586211055158
165,0,318.75892689243295,221.06170654296878
166,0,900.4436731338501,678.498638107116
167,0,46.99158668518067,32.90027020925499
167,1,650.4347407274741,509.33227539062506
167,0,162.24286152777069,134.26478742116907
167,0,43.92918778318335,46.09921007271273
167,0,129.03840524575537,108.0725888171828
168,0,405.84669083210935,293.8428028520332
168,0,622.804868726286,433.1537085843374
169,0,42.425274848937995,41.78681890648532
169,1,210.11443541895432,165.0946375835373
169,0,75.78708141007955,59.42347882741905
169,0,171.2932001929265,143.88862517942866
171,0,200.49175932879834,176.87800763601282
171,0,434.7092691377165,409.69054440417926
172,0,743.9448833465576,597.2584184393826
173,0,164.3192843413992,86.49651401014214
177,1,542.0639001780053,429.7240475574172
177,1,228.1192027979395,169.62449407003012
177,0,226.74518823623657,192.6724353468562
177,0,505.6059106438997,284.95295880788785
177,0,556.4505372879323,401.6175787132907
177,0,745.1777558705644,485.07793380553466
177,0,286.36492712977844,166.15755012236448
179,1,530.4375457632832,414.14169863045936
180,0,169.47680711746216,74.05483751411899
181,0,462.43244409561163,390.5880112245859
181,0,756.8932175636293,529.0598306311183
182,1,612.0938741617699,486.9975262377636
182,1,1171.757110302975,932.5783603162652
182,0,383.393161579053,284.197023690465
182,0,314.89533794556814,244.6234645613705
183,1,267.65257949166505,272.5538322724492
183,1,1501.4901840143696,1239.651967243976
183,0,31.034588813781735,23.567050336355187
183,0,89.89184888039001,65.26258537568242
183,0,54.93629362157634,53.37280824959997
184,0,768.9685225486755,710.8898484563254
185,0,413.8956665992737,194.24671954419242
185,0,123.48872267884389,102.27074680558171
185,0,115.96265597429795,101.59653813005932
186,0,355.03996726227035,262.69207690135545
186,0,199.31235496020324,163.41931446489082
186,0,446.1992448305823,286.1139504306288
186,0,236.67274999592289,175.3858819065324
187,1,441.0550081186792,354.234332348927
188,1,76.88350314431398,44.873956887118794
189,0,280.8125615119934,225.10166398013934
189,0,956.8426609039308,747.876417780497
192,1,232.61442709906675,215.3953460325678
194,1,456.5637194567224,373.8887557064195
194,1,856.3942396097681,785.0415333207832
195,1,1685.7720696383017,1307.943688817771
196,1,321.72746295266353,287.2442957866623
197,0,210.98339016109105,158.49936611681102
199,0,438.86784928429967,211.46743958254896
200,1,784.6763216906089,650.0930969973646
201,0,701.8216848373413,597.6262839443713
202,0,689.5573139190674,492.64335172722144
203,0,580.0046920776367,466.64355174604674
203,0,293.22265571700086,257.21976038921315
203,0,566.0559772740617,502.3848568100528
203,0,214.60225102845448,164.25431952419052
205,0,281.9761662847286,255.8886792286333
205,0,329.9322578377505,251.43395849021087
207,1,1357.136734669735,1365.9929758094881
207,0,714.9048043104898,664.2103815653238
207,0,243.2925115433883,229.89007421286712
209,0,844.8620438575745,578.4039968467621
209,1,1695.7244955950277,1366.0495987857682
212,1,961.0830032282373,670.8957166556853
212,1,2216.510602181484,1862.153055581702
212,0,455.49571514129644,284.51407558946727
213,0,613.8949990272522,509.4344908932606
213,0,310.0698190546457,199.11818906485317
213,0,431.0338933719047,312.6020684299699
214,1,876.7247282915612,80.47424684087915
214,0,988.26265335083,718.8787621187877
214,0,182.59754094690712,148.0081581207643
215,0,57.92903900146484,47.799714789333116
216,1,149.84447593026368,130.23784591490966
218,0,200.71833684894,158.80275864198984
218,0,164.03126169271985,128.3477599362293
220,0,827.4094462394714,584.4488304781627
220,0,42.798399925231934,27.944672825824785
221,0,26.246730220288963,18.901776692953455
221,0,514.4636016161895,322.51943565276736
221,0,603.7284437125389,478.68939135448045
222,1,464.1846501284143,396.0073448089232
223,0,704.9883008003234,488.88479945171315
223,0,785.1921916007996,672.8075142366341
225,1,949.1369211130639,848.5628059111447
225,0,25.941371917724606,20.745465841638037
226,1,389.2313920908472,364.3847729786333
226,0,170.44823278606904,142.96897060899852
226,0,715.3042818971186,541.6464196630271
227,0,194.5684552192688,173.22740669710092
228,0,887.5377390117889,672.0811223409263
228,0,38.44201268299309,23.314733390348504
232,0,59.175246515712104,50.24124972791557
232,0,87.31676387934016,66.44908491387426
236,0,893.7073945999147,667.6228350903615
238,0,831.7251205444336,727.4978086172816
239,1,2097.065933888485,1624.552310805723
239,0,418.6030626296997,334.17226033038406
241,1,379.6645485811731,282.00130232845447
241,0,725.1136898994446,615.280813194183
241,0,72.81202696706484,55.421158204595734
242,0,283.54684859056505,150.78209566782758
243,0,52.513355706072964,37.94911855674652
243,0,537.7244256619856,425.1769284167922
244,0,436.20651960372925,363.0700904202749
244,0,87.75379434070965,41.649439248694
244,0,71.67895079161246,43.91939094267696
245,0,406.0133695602417,341.73775178840367
246,1,2897.4471175127524,2080.9084972703313
247,0,888.287603855133,659.2879329819277
248,0,81.24564695680151,51.44063191241529
249,0,632.7454965812486,553.9862942982869
249,0,464.7748821695695,346.74590696771463
250,1,106.14890689187257,101.59209837396462
252,1,143.83835429482667,131.1532629541604
253,0,68.23641061782838,47.5076422633895
253,1,789.0269243174097,672.2744493599398
253,0,350.2767081267959,316.26682511295184
253,0,284.64155586704896,272.867924334055
253,0,290.7215072249142,268.6947925981269
253,0,22.95606575916733,21.530675313558927
255,0,84.60877005375329,76.31540872964516
256,0,155.80439455772597,109.91239432828974
257,0,116.73783886388333,75.61867955219316
259,0,195.24116290086786,143.534961378718
259,0,301.17781741956844,249.44535220961976
260,0,796.7185378074646,607.9539839043675
263,1,112.27012509637085,91.65446269943054
263,1,518.1753718309899,438.5220079536898
265,1,640.866049473812,527.7232710137425
268,0,97.73898124694823,71.57064231045275
269,0,209.6635699272156,162.41208731410018
270,0,168.43477895590644,124.19337996517321
270,0,237.81462823615632,181.7032411874059
270,0,929.5313083200693,666.9143860598646
270,0,205.23613377488084,174.52774967055726
271,0,107.98881414069314,57.28881560176252
271,0,384.6449723776125,176.27471556146463
272,0,751.0006427764893,515.411818171122
272,0,179.67019086939456,138.24382000658886
273,0,517.8199745322501,392.54738681287654
274,1,943.4943282061121,788.4339114269579
276,1,773.5933148317835,807.7338161238705
277,1,111.9474255495569,98.98940856198232
278,0,169.70037849846867,153.8437257330102
279,1,346.84450263314454,304.99550693006404
279,0,603.482961654663,491.04007583066647
279,0,607.8777313232422,434.036475491811
279,0,595.4799296346195,499.43171121987956
280,1,950.6862842493554,706.2841208584338
280,1,531.5379583292506,398.5444953642696
281,1,1827.4738871508143,1671.9482421875002
283,0,650.633156299591,505.07797792733436
287,1,2236.6786682062643,253.50020075418865
288,1,347.7909181811072,292.94551251882535
289,0,529.1487574577332,392.1002859092621
289,0,434.36250454556426,353.14187658838483
290,0,650.6387826125878,606.8633665521461
290,0,521.2817111506655,381.8790297910392
290,0,305.4061724837527,189.1639066029744
291,1,591.1547624521751,494.5926528379142
291,0,220.41369189525508,202.386915827372
294,1,775.9364330225487,657.5867434582079
295,0,208.0361429022704,164.65740893260545
295,0,46.75408742541186,37.561850949942354
296,0,772.2479701042175,597.8387671780874
296,0,502.5273561477661,427.0333163709526
296,0,121.0867747483424,83.1963136971715
297,0,456.7317962646484,368.8076524849398
297,0,923.6841797828675,639.5993152296687
297,0,478.80595902007036,392.6272105021649
297,0,477.98921708753284,343.62112757671315
298,0,180.85889515614272,140.67899405238143
300,0,143.81051063537595,109.20939617846386
300,0,97.43304985105804,53.91394373882248
301,0,792.06919670105,659.1888060052711
301,1,167.74484564890773,146.78478011165757
303,1,2130.2820527010463,1634.8282779555725
305,0,633.0269539603921,549.8157179499248
305,0,326.2835979093417,116.39060514519015
306,0,1012.1209424581807,921.1150755365212
306,0,106.19627262997612,58.208244967173385
307,0,94.09093856811523,79.0440570877259
307,0,130.91354641908492,80.9603128088526
307,0,64.88971783476354,47.444787082901925
307,0,577.0017018736855,441.20167192206327
307,0,254.66138185082983,156.2316526849586
308,1,850.357838814785,681.5178928605046
308,1,1607.5618946009174,1278.113675404744
308,0,424.6716381417753,338.7607804263931
310,1,207.30210179619996,153.35406567676958
310,0,825.1477479934691,501.6546777932041
310,0,30.460842002961908,19.666304071265532
310,0,523.7425877906973,447.7522884506777
311,1,739.4408070498009,741.5050092949925
311,0,422.939007671719,397.8451280708773
311,0,126.85910165064205,103.97234077913217
311,0,626.3966421288092,414.9013657167734
311,0,32.33332289879683,23.96766019154744
312,0,965.8604264259337,724.9013142413404
312,0,665.0332315835568,593.8702319041793
312,0,101.0462598904731,115.05540594997177
313,0,713.8425111770631,478.486872293863
314,1,820.2136241846583,706.7060723362199
316,0,672.4850535392761,592.5148469855988
317,0,117.16365814208984,96.60510327442584
317,0,588.4460210800171,421.7995517225151
319,0,142.8979415199698,122.52048354551017
319,0,252.48336240476448,192.18128617987577
319,0,40.44600035555401,35.29244618243482
320,0,516.8398022651671,403.0165706772402
321,0,761.2154908346242,648.4594873635166
321,0,56.04621549851672,40.370812473526925
321,0,135.77493560978678,114.22033654638085
321,0,120.76141422890814,113.2673975933029
322,0,129.78398231943768,106.48386392248683
323,0,336.5050142555028,320.68341726280124
324,0,527.5716781616211,437.5778014401356
324,0,548.7271669217247,403.00340767366345
324,0,347.91893179974574,288.0202327866152
325,1,233.1899487429163,182.22001776637802
325,0,127.72136046536556,102.98028049698796
325,0,121.1957807942767,102.30040952383754
326,0,122.44558334350585,81.5678332225386
326,0,694.1804125375431,416.59222338573045
327,0,73.28335373048604,53.188475643295845
327,0,65.9036112670068,33.88033947312689
328,0,216.09839901537853,178.6669811570501
328,0,422.24760934682564,349.43649108151357
329,1,69.61733931832521,64.39674561282239
329,0,657.5481295585633,524.1994834807982
329,0,435.7919624126101,329.3658153120294
329,0,311.0692612376281,230.75361136930536
331,0,17.172515392303467,15.861459525234729
331,0,424.8126092055367,292.2367325748306
331,0,377.8987080707661,271.6822796557323
333,0,55.69576834295092,110.3843872805676
333,0,88.83544754690344,110.3843872805676
333,0,121.59365591467952,89.5117794174746
333,0,409.6092166656379,329.8147178557982
333,0,159.3789405025374,110.53903418851186
334,0,465.0771021842956,358.32504823983436
334,0,827.6877533466516,589.2415609704443
334,0,32.13357997474651,589.2415609704443
334,0,105.45144439550536,79.65224852044899
335,0,775.9141325950621,605.9411106339421
335,1,1572.848745530178,1225.5553463855422
335,0,125.548788380219,107.43149906755932
335,0,349.740400136859,258.3196800875377
335,0,25.068089651757607,107.43149906755932
335,0,381.0400544859579,283.63140060240966
337,1,2261.4070259981645,1730.934823277485
338,0,260.63477993011475,362.5485339796687
338,0,175.42901277112762,362.5485339796687
339,1,796.0887038164635,627.5254582784263
339,0,228.08444499969482,192.67506427075492
340,1,318.7714898043176,248.35168309958587
340,0,955.0988674163818,764.9111092808736
340,0,437.8538985597871,703.7563829536898
341,0,647.5771591207036,472.4453845656062
341,0,265.0189647811308,198.41319624199926
344,1,250.1629673891565,192.55282850150604
345,1,530.0150596552392,404.15836931711226
345,0,750.3867131732976,569.0072300922441
345,0,301.82590798901333,255.2512662956514
345,0,823.0965702821366,745.2786732868976
345,0,106.63207538555186,94.37477387577655
346,1,179.24363250069825,161.34275873023344
346,1,480.4822885447047,365.83296074924704
348,1,354.9708210878869,306.1410559229104
349,1,256.7545854502222,181.7234269107681
349,0,938.4251265059535,775.636089278991
349,0,112.67431825618146,775.636089278991
351,0,192.91098603708818,155.10237360575115
351,0,490.2160570939284,392.95749894107684
352,0,217.24950787161384,203.00840814429594
353,1,386.7564880304834,256.8586418427617
354,0,70.840456734355,65.96270641648627
358,0,174.11214113235474,144.8572457554829
358,0,759.5866918563844,551.5492634600904
359,1,243.55460042290895,212.85661444606552
359,1,697.0217310839197,596.7650631824172
360,0,168.46054534095214,120.03370537815324
361,1,591.3937770777244,424.4924522307982
361,0,739.5243048667908,576.2494925993035
362,1,355.53384656243526,269.2598273955196
362,1,2594.489821141293,1808.9537838855424
362,0,879.7311186790466,713.2470556052335
363,1,288.4424411707422,265.31230512871804
364,0,97.31200159036602,77.58173195712538
364,0,975.9325963236282,722.7136083396085
365,0,188.4382468313945,137.5325949795275
367,0,284.09212827682495,245.34731945359565
368,0,91.54813327906496,75.03479647349162
369,0,21.022813987678102,15.471205653914488
369,0,48.8797029655003,38.38047119508307
370,1,950.0072085314293,853.6507847797441
370,0,745.662271976471,522.5526373070408
370,0,100.15524037375097,78.72366847762143
370,0,835.1250418576672,650.260318618223
371,0,509.43231582641613,522.0029532191265
371,0,509.2359781265259,417.41825701242476
372,0,501.41826501834805,390.3737263507154
374,0,925.9485602378845,756.1460931617094
375,0,104.44509983062744,90.68070377211974
375,0,186.9468635271837,69.63193043168769
375,0,920.7461211899363,596.559823277485
375,0,249.84643833673815,186.6592958749059
375,0,413.2772240189006,290.1333728468562
377,1,905.0692998819848,151.1563680258142
377,1,1039.793320839932,892.2497117375754
378,0,351.2947928262204,300.97450348268075
379,0,964.4429683685303,769.9036379894579
379,0,289.70086574554443,243.1553116763931
379,0,98.72737834951329,123.36582045957267
379,0,146.30068935528246,95.83731042333397
379,0,746.584475236521,532.4504806334714
381,1,925.7681452684901,643.3789356645332
384,0,715.3633236885071,543.6159064970822
385,1,2459.066697304775,1934.8409262048194
385,0,546.3475584983826,493.5974856457079
386,1,2475.8399807863734,1888.495387801205
386,0,119.11630630493165,46.837864151920186
387,0,613.5074496269226,505.99582166556854
389,0,837.5898599624634,707.252741434488
389,1,2358.2903825693625,1957.8736822289159
393,0,72.09449163482473,62.07937217620483
394,1,2641.4696061068075,2151.7397225621235
394,0,185.12595912989923,114.91239616669806
394,0,258.5059427433292,208.03132574242284
396,0,704.8903703689574,524.4566400367094
398,1,229.69038123421873,206.55339252517885
398,0,674.4507551193238,519.1996379070972
400,0,246.66970968246454,183.46098015107304
400,0,117.03336238861084,95.14914822865683
400,0,592.4263476980848,472.0789162509413
400,0,484.185078338011,431.73629576901357
401,0,190.03623723983765,742.7066665097892
401,0,638.8327122595518,742.7066665097892
401,0,454.5682104915745,399.3494240634413
401,0,242.58184216304906,172.40251288356552
406,0,136.58615224436596,117.76007227150792
406,0,831.3195687156945,719.2751229527486
408,0,1040.192402833072,894.4204307464232
410,0,49.86220598220825,37.83990561244
411,1,401.1288964205286,171.85016310358623
411,0,125.98366773628256,102.10179708090175
412,0,678.2711744308472,502.07563653049704
413,1,1170.1862298899193,817.4794392413404
416,0,856.6597700119019,758.8548775178841
417,0,364.83150720596313,292.7778864481363
419,0,918.9850091934204,766.8593073465738
420,1,2703.7555062227743,1898.6816406250002
420,0,157.53698348999023,95.21791389189572
421,1,446.749397461941,423.67722844503015
422,1,301.10550755791866,250.75148616928655
422,0,144.1707061142656,99.32660941618036
422,0,51.60984873793931,40.845438945724304
422,0,294.15053939427395,260.90803031461786
422,0,297.3171840089403,242.66851953713294
423,1,1362.2062885218165,1062.1308476091867
423,0,552.7113202319676,426.55948501035397
424,1,317.20163302654043,276.3185799839985
425,0,517.6588110072416,408.5004323936371
426,1,981.5598809175988,789.7285921027863
426,0,116.42057623095113,76.63158278867424
426,0,331.99970874331285,295.7143025225904
426,0,136.19378351024116,106.00646604974587
428,0,98.07055242210427,47.42160475397685
429,0,177.55597829818726,117.8600357239505
430,1,627.6584946566126,400.9475524166981
430,0,328.05919647216797,186.17695268378202
430,0,176.9362108290921,62.382548688405976
431,1,1598.8077008181112,1084.6131106457078
431,0,108.95568132400513,99.05615197606835
431,0,344.1491473118339,263.6699998235128
432,1,948.2951371998599,802.3633106645332
433,0,187.1311552459612,155.76578163238895
433,0,185.1893090756831,112.64453566217998
434,0,25.43014287948608,16.966327988957786
435,0,77.93716931299328,60.23376648684582
436,1,2901.2419068270224,1915.7888389495483
436,0,899.3273377418518,700.1660450395332
436,0,85.97360775606144,73.64397163850715
436,0,144.164059188697,62.35706834907992
437,1,2351.761707013179,2029.557193618223
437,0,373.78297191210254,302.73121293768827
437,0,252.27345110679022,191.12879741622743
439,1,915.9900628977318,804.4061499905874
440,0,99.17056560516357,85.56789719914816
440,0,355.7213890046126,281.40665077301395
440,0,308.5422719267319,152.05854852515532
442,0,213.13684453067432,92.32133612575302
442,0,176.57465228221037,149.02210465396743
446,0,183.15972510568872,116.17422448583397
447,0,41.9995486591459,37.99641620681947
447,0,449.6380056043046,326.7861975244729
447,0,556.6954133396973,487.0557302451996
447,0,13.456255167614312,11.132865354239224
448,1,368.9485275202295,228.86779049792924
449,0,490.09451679271143,366.0129409238517
449,0,216.81525909982537,186.37754141566268
449,0,244.49836141403236,258.1366113869541
452,1,60.14444541891771,57.116588914250755
453,1,2854.1394555025595,1971.1875823606929
453,0,24.05596020888254,20.046840805605235
453,0,271.1756929978487,229.06427957925453
454,0,804.6864867210388,627.6209819747742
454,0,962.9257917404175,936.5557934864459
455,1,560.2091633730431,81.10710052122553
458,1,308.95323390298097,166.99939406061748
