iteration,pid,true_energy_init,reco_calo_ke
458,0,633.7453126907347,321.4317229856928
459,0,144.90064451724123,152.64500997152675
460,1,117.07157725625245,89.28793482033603
460,0,612.3704314231871,495.01997246799704
460,1,314.3680774622461,218.50236639919052
461,0,770.343542098999,647.8980374623494
461,0,290.44467210769653,260.8935804252165
462,0,348.8007455933584,308.1641875117658
462,0,454.417926461757,429.0388360080949
463,0,651.848554611206,367.0605762895332
463,0,459.7827306115382,227.52336249294052
464,1,884.4458543711207,671.5054063911898
464,0,800.8869886398314,609.7991575677711
464,0,395.8451747894287,345.4499394060618
465,0,208.4939241638009,157.89761830525228
466,1,438.094862645199,313.79262165850906
467,0,130.99281120936413,94.0392183970256
472,0,250.27194763567073,209.2596766460373
475,0,407.4281130129482,313.5036974068148
476,1,265.11628264718263,184.61083101939008
476,0,690.1751756668091,450.09375882435995
476,0,911.2365245819092,489.4129373941077
477,0,535.491964740905,287.11169139448424
479,0,490.5774616900834,303.0402861445783
480,0,770.3484296798706,559.620905496988
480,1,975.0181519442102,879.0849432887802
480,0,929.4322133064269,915.1514260165663
481,1,630.4792844706079,459.98961666980426
482,0,197.99184799194336,127.40338796592621
483,0,62.23514762783202,73.06988727615541
484,0,606.1613559722899,316.796875
485,0,931.9321513175963,707.1406720632531
486,1,929.7089659624597,784.2517531061748
487,0,296.6735357667795,251.69780685240966
488,0,185.1903796195984,183.0140998564571
488,0,959.1273002113189,887.2554181570031
489,1,791.3284980707665,518.8931017036898
493,0,380.17976284027094,357.3524567018073
493,1,897.4931919031641,762.2624776449549
493,0,55.85695492344157,56.007697783320786
493,0,85.07559650545008,82.00890414686089
495,0,255.10519742965698,149.22923811947007
495,0,943.9518451690675,709.6424516425076
496,1,27.422496026088872,22.989842977868506
496,0,728.9002537727355,472.65297763318904
499,0,350.52452903280096,270.54684190865026
