iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,loss,accuracy,accuracy_class_0,accuracy_class_1,accuracy_class_2,accuracy_class_3,accuracy_class_4
0,0.005681818181818182,0,79.888801792,8.7,1.587838464,3.75385862542588,0.4303886890411377,0.21494983099998421,172.0228226184845,163.6309310240001,0.2596745491027832,0.045339653000013413,15.584790229797363,9.924542401999904,0.17057394981384277,0.1694779479999795,156.385160446167,153.63726572700003,0.17050623893737793,0.16941370800000755,156.33969712257385,153.59613975399995,0.03645991161465645,0.9887833388471415,0.98985004,0.9976167,0.96250445,0.91413236,0.9528197
1,0.011363636363636364,128,80.0057344,8.7,1.587838464,3.75385862542588,0.15355253219604492,0.15278219200001786,172.17637515068054,163.7837132160001,0.00018644332885742188,0.00013365000000931104,15.58497667312622,9.924676051999914,0.15332412719726562,0.1525288820000128,156.53848457336426,153.78979460900004,0.15327763557434082,0.15248647199999255,156.4929747581482,153.74862622599994,0.03864246606826782,0.9885945469441131,0.99097633,0.99783105,0.95010847,0.9097107,0.9536315
2,0.017045454545454544,256,80.016195584,8.7,1.587838464,3.75385862542588,0.17748188972473145,0.1730820509999944,172.35385704040527,163.9567952670001,0.015212535858154297,0.011627055000019482,15.600189208984375,9.936303106999933,0.16220617294311523,0.16139668599998913,156.70069074630737,153.95119129500003,0.16216182708740234,0.16135631599999556,156.6551365852356,153.90998254199994,0.040345657616853714,0.9883737240769115,0.99146366,0.99743724,0.9367062,0.9233012,0.95396554
3,0.022727272727272728,384,80.073371648,8.7,1.587838464,3.75385862542588,0.14861774444580078,0.14791677100001266,172.50247478485107,164.10471203800012,0.00015354156494140625,0.0001749600000096052,15.600342750549316,9.936478066999943,0.14843034744262695,0.14770860100000505,156.84912109375,154.09889989600003,0.14838624000549316,0.14766917099998977,156.8035228252411,154.05765171299993,0.033578839153051376,0.989098852999445,0.9924074,0.99764746,0.9777682,0.90977234,0.9539354
4,0.028409090909090908,512,80.057974784,8.7,1.587838464,3.75385862542588,0.1696157455444336,0.1660712660000172,172.6720905303955,164.27078330400013,0.01335763931274414,0.010556082999983118,15.61370038986206,9.947034149999926,0.15618467330932617,0.15544681299999752,157.00530576705933,154.25434670900003,0.15613079071044922,0.155397392999987,156.95965361595154,154.21304910599991,0.033916812390089035,0.989359081728164,0.9921872,0.9978615,0.95240515,0.9129053,0.95577955
5,0.03409090909090909,640,80.009805824,8.7,1.587838464,3.75385862542588,0.17070674896240234,0.16179858500001387,172.8427972793579,164.43258188900015,0.024521350860595703,0.016321206000014854,15.638221740722656,9.96335535599994,0.14612030982971191,0.1454168989999971,157.15142607688904,154.39976360800003,0.1460728645324707,0.14537423899997748,157.105726480484,154.3584233449999,0.03393034264445305,0.989023185740359,0.9901987,0.99839604,0.98184514,0.91575146,0.95105976
6,0.03977272727272727,768,80.01263616,8.7,1.587838464,3.75385862542588,0.16199541091918945,0.15816015499999025,173.0047926902771,164.59074204400014,0.010876893997192383,0.0077994719999878726,15.649098634719849,9.971154827999928,0.15103888511657715,0.15029163199997697,157.30246496200562,154.55005524,0.15098786354064941,0.15024469200000112,157.25671434402466,154.5086680369999,0.03630760312080383,0.9887842160354133,0.99154127,0.99789137,0.9545699,0.9118188,0.94956666
7,0.045454545454545456,896,80.0641024,8.7,1.587838464,3.75385862542588,0.1536417007446289,0.15296800199999439,173.15843439102173,164.74371004600013,0.0001456737518310547,0.000104659999976775,15.64924430847168,9.971259487999905,0.15346217155456543,0.15276209200001745,157.45592713356018,154.70281733200002,0.15341925621032715,0.15272314200001347,157.41013360023499,154.6613911789999,0.03474528342485428,0.9891227352447621,0.9920105,0.99729913,0.9825885,0.9065837,0.95286644
8,0.05113636363636364,1024,80.05332992,8.7,1.587838464,3.75385862542588,0.1689004898071289,0.16533559600000558,173.32733488082886,164.90904564200014,0.014023065567016602,0.011226014000015994,15.663267374038696,9.982485501999921,0.15480947494506836,0.15404521199999976,157.61073660850525,154.85686254400002,0.15475869178771973,0.15399904200000947,157.5648922920227,154.81539022099992,0.035696063190698624,0.9888574453822481,0.99035454,0.9982112,0.9622745,0.90441585,0.9534387
9,0.056818181818181816,1152,80.006950912,8.7,1.587838464,3.75385862542588,0.18016266822814941,0.1715061889999845,173.507497549057,165.08055183100012,0.026012182235717773,0.01808588599999439,15.689279556274414,10.000571387999916,0.1540846824645996,0.153359413000004,157.76482129096985,155.01022195700003,0.1540384292602539,0.1533176229999924,157.71893072128296,154.9687078439999,0.032900769263505936,0.9889870965610907,0.99230564,0.9977138,0.985521,0.90022993,0.9546317
10,0.0625,1280,80.009035776,8.7,1.587838464,3.75385862542588,0.15949654579162598,0.15546680299999593,173.66699409484863,165.23601863400012,0.010775566101074219,0.007466222000005018,15.700055122375488,10.00803760999992,0.14865922927856445,0.14794280099999924,157.9134805202484,155.15816475800003,0.14861416816711426,0.14790168100000756,157.86754488945007,155.11660952499992,0.03863243758678436,0.9881243389005214,0.99106985,0.99762595,0.9089888,0.90576154,0.95255554
11,0.06818181818181818,1408,80.066449408,8.7,1.587838464,3.75385862542588,0.16001367568969727,0.1593196350000028,173.82700777053833,165.39533826900012,0.00016355514526367188,0.00012173000001780565,15.700218677520752,10.008159339999938,0.15980744361877441,0.1590907350000066,158.0732879638672,155.31725549300003,0.15976595878601074,0.15905340500000875,158.02731084823608,155.27566292999992,0.03571115434169769,0.9887620160195167,0.9915293,0.9979568,0.96267694,0.9089933,0.954121
12,0.07386363636363637,1536,80.05863424,8.7,1.587838464,3.75385862542588,0.1651594638824463,0.1616611169999942,173.99216723442078,165.55699938600011,0.013048171997070312,0.010339245000011488,15.713266849517822,10.01849858499995,0.15204548835754395,0.1512604920000058,158.22533345222473,155.46851598500004,0.15199685096740723,0.1512155919999998,158.1793076992035,155.42687852199992,0.0382968932390213,0.9884899281949506,0.9924356,0.997431,0.95382655,0.91600776,0.95203286
13,0.07954545454545454,1664,80.020258816,8.7,1.587838464,3.75385862542588,0.1671605110168457,0.15895322500000475,174.15932774543762,165.71595261100012,0.023470640182495117,0.01600791699999604,15.736737489700317,10.034506501999946,0.14362740516662598,0.14288697800000705,158.36896085739136,155.61140296300005,0.14358067512512207,0.14284485799998947,158.3228883743286,155.5697233799999,0.032330770045518875,0.9898091179637066,0.9926157,0.9980855,0.96637166,0.9003303,0.9576792
14,0.08522727272727272,1792,80.022069248,8.7,1.587838464,3.75385862542588,0.16350007057189941,0.15956252599997356,174.32282781600952,165.8755151370001,0.012199163436889648,0.008962084000017967,15.748936653137207,10.043468585999964,0.15123724937438965,0.15054179200001272,158.52019810676575,155.76194475500006,0.15119123458862305,0.15049998199998527,158.47407960891724,155.7202233619999,0.03088899701833725,0.9899490727395023,0.9934003,0.9979413,0.9603646,0.922324,0.95467305
15,0.09090909090909091,1920,80.076120064,8.7,1.587838464,3.75385862542588,0.14833760261535645,0.14764881100001048,174.47116541862488,166.0231639480001,0.00014972686767578125,0.00010869999999840729,15.749086380004883,10.043577285999962,0.14815402030944824,0.14743995099999552,158.6683521270752,155.90938470600005,0.14811134338378906,0.14740164100001607,158.62219095230103,155.86762500299992,0.035449735820293427,0.988945854197569,0.99383134,0.997685,0.9730224,0.900249,0.9528291
16,0.09659090909090909,2048,80.066363392,8.7,1.587838464,3.75385862542588,0.1680130958557129,0.16444585700000403,174.6391785144806,166.1876098050001,0.013377904891967773,0.010542003000011846,15.76246428489685,10.054119288999974,0.15456938743591309,0.15384147399998938,158.8229215145111,156.06322618000004,0.15451931953430176,0.1537949340000182,158.77671027183533,156.02141993699993,0.047232940793037415,0.9875345001874084,0.9916386,0.99741274,0.9126472,0.89021075,0.95058453
17,0.10227272727272728,2176,80.018685952,8.7,1.587838464,3.75385862542588,0.17710638046264648,0.1680824899999891,174.81628489494324,166.3556922950001,0.02601456642150879,0.017693087999987256,15.78847885131836,10.071812376999961,0.15102434158325195,0.1503261919999943,158.97394585609436,156.21355237200004,0.15097713470458984,0.15028358200001435,158.92768740653992,156.17170351899995,0.0381452850997448,0.9886791421296802,0.9920422,0.9974673,0.97096896,0.88216466,0.95176244
