iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,model_backward_time,model_backward_time_cpu,model_backward_time_sum,model_backward_time_sum_cpu,model_save_time,model_save_time_cpu,model_save_time_sum,model_save_time_sum_cpu,loss,accuracy,accuracy_class_0,accuracy_class_1,accuracy_class_2,accuracy_class_3,accuracy_class_4
493,0.5040816326530613,75319,113.237000192,11.8,10.49767936,24.8178924405318,0.5228042602539062,0.4908962800000154,243.88265991210938,236.2123758089998,0.07030057907104492,0.0403570000000002,8.54619312286377,5.0963147019999715,0.45243120193481445,0.4504710500000044,235.30792498588562,231.05947254700033,0.152923583984375,0.1522235099999989,82.75252771377563,79.49981519800008,0.2989614009857178,0.29770743000000266,152.15975093841553,151.22219284899978,8.58306884765625e-06,8.460000003651658e-06,0.00429534912109375,0.004241299999740988,0.07220827788114548,0.9766967036153575,0.9788422,0.99431115,0.8852959,0.6942565,0.92847717
494,0.5051020408163265,12599,113.247035392,11.8,10.49767936,24.8178924405318,0.4891829490661621,0.4870591400000137,244.37184286117554,236.69943494899982,0.00010633468627929688,0.00010667999998759115,8.546299457550049,5.096421381999959,0.4890315532684326,0.4868984000000012,235.79695653915405,231.54637094700033,0.16614651679992676,0.16537602999997603,82.91867423057556,79.66519122800005,0.3219573497772217,0.3205666100000144,152.48170828819275,151.5427594589998,9.775161743164062e-06,9.719999980006833e-06,0.004305124282836914,0.004251019999720995,0.06849779188632965,0.9783130659580307,0.98565155,0.9947493,0.80985916,0.72447693,0.9234192
495,0.5061224489795918,51895,113.31250176,11.8,10.49767936,24.8178924405318,0.49040794372558594,0.48802839999999037,244.86225080490112,237.1874633489998,0.00012683868408203125,0.00012723000000391949,8.54642629623413,5.096548611999963,0.4902353286743164,0.48784606999998914,236.28719186782837,232.03421701700032,0.16720032691955566,0.16634553000000096,83.08587455749512,79.83153675800006,0.32207465171813965,0.3205080099999975,152.8037829399109,151.8632674689998,9.5367431640625e-06,9.179999977959596e-06,0.0043146610260009766,0.004260199999698955,0.07658597081899643,0.975588645172529,0.98057455,0.9933301,0.8642091,0.73726285,0.92006266
496,0.5071428571428571,67767,113.340489728,11.8,10.49767936,24.8178924405318,0.4772062301635742,0.47028667000000723,245.3394570350647,237.65775001899982,0.00011849403381347656,0.00011871000000951426,8.546544790267944,5.0966673219999725,0.4770352840423584,0.4701214799999889,236.76422715187073,232.5043384970003,0.1594531536102295,0.15910270999998488,83.24532771110535,79.99063946800004,0.31720638275146484,0.31064682999999604,153.12098932266235,152.1739142989998,9.298324584960938e-06,8.919999999079664e-06,0.0043239593505859375,0.0042691199996980345,0.08108740299940109,0.9738137826612611,0.9752087,0.9947252,0.7846044,0.74300355,0.91892767
497,0.5081632653061224,65079,113.232748544,11.8,10.49767936,24.8178924405318,0.4704866409301758,0.45772016099999746,245.80994367599487,238.11547017999982,0.01803874969482422,0.007297210000018595,8.564583539962769,5.103964531999991,0.4523763656616211,0.4503549009999972,237.21660351753235,232.9546933980003,0.15337395668029785,0.15264285999998606,83.39870166778564,80.14328232800003,0.29846644401550293,0.2971864210000206,153.41945576667786,152.4711007199998,7.867813110351562e-06,8.059999998977219e-06,0.004331827163696289,0.004277179999697012,0.07189823687076569,0.9771085238659585,0.9853298,0.9937657,0.8120627,0.742123,0.9213883
498,0.5091836734693878,49975,113.284898816,11.8,10.49767936,24.8178924405318,0.47359228134155273,0.471588109999999,246.28353595733643,238.58705828999982,0.00010943412780761719,0.00010454999997477898,8.564692974090576,5.104069081999966,0.47344136238098145,0.4714327899999944,237.69004487991333,233.4261261880003,0.16045904159545898,0.15974048000001062,83.5591607093811,80.30302280800004,0.31207966804504395,0.31077013000000875,153.7315354347229,152.78187084999982,8.106231689453125e-06,7.860000010850854e-06,0.004339933395385742,0.0042850399997078625,0.08198494464159012,0.9743705179958295,0.9836278,0.99160314,0.6965283,0.7335912,0.92344934
499,0.5102040816326531,23735,113.794490368,11.9,10.49767936,24.8178924405318,0.49034595489501953,0.4882362800000237,246.77388191223145,239.07529456999984,0.00010442733764648438,0.00010439999999789507,8.564797401428223,5.104173481999964,0.49019932746887207,0.48807545999997615,238.1802442073822,233.91420164800027,0.16618704795837402,0.16542451999998775,83.72534775733948,80.46844732800002,0.3231022357940674,0.3217158599999834,154.05463767051697,153.1035867099998,8.344650268554688e-06,8.290000010902077e-06,0.004348278045654297,0.004293329999718765,0.06941823661327362,0.9779079791353136,0.9879534,0.9934282,0.7763401,0.70916396,0.9270668
500,0.5112244897959184,100791,113.460445184,11.8,10.49767936,24.8178924405318,0.45429515838623047,0.4528621400000077,247.22817707061768,239.52815670999985,0.00011277198791503906,0.0001127799999949275,8.564910173416138,5.104286261999959,0.45413970947265625,0.45270722999998725,238.63438391685486,234.36690887800026,0.15404438972473145,0.15388823000000684,83.87939214706421,80.62233555800003,0.2997472286224365,0.2984758600000248,154.3543848991394,153.40206256999983,9.298324584960938e-06,8.989999997766063e-06,0.004357576370239258,0.004302319999716531,0.07941851764917374,0.9744821541280265,0.9883553,0.9881728,0.8270632,0.6941002,0.9262743
501,0.5122448979591837,118839,114.554601472,11.9,10.49767936,24.8178924405318,0.5702519416809082,0.5325354199999879,247.79842901229858,240.06069212999984,0.07254576683044434,0.03701979999999594,8.637455940246582,5.141306061999955,0.49762916564941406,0.4954431399999919,239.13201308250427,234.86235201800025,0.16911816596984863,0.16835704000001783,84.04851031303406,80.79069259800005,0.3279740810394287,0.32655855000001566,154.68235898017883,153.72862111999984,7.867813110351562e-06,7.99000000029082e-06,0.004365444183349609,0.0043103099997168215,0.08538804948329926,0.9737732307686792,0.98239833,0.9920594,0.7854833,0.70672894,0.91813505
502,0.513265306122449,76343,113.873297408,11.9,10.49767936,24.8178924405318,0.46153736114501953,0.46015270000000896,248.2599663734436,240.52084482999985,0.00010347366333007812,0.00010373000000640786,8.637559413909912,5.141409791999961,0.46139049530029297,0.45999588000000813,239.59340357780457,235.32234789800026,0.15580272674560547,0.15567558000000759,84.20431303977966,80.94636817800006,0.3052177429199219,0.3039437299999861,154.98757672309875,154.03256484999983,9.059906005859375e-06,8.919999999079664e-06,0.004374504089355469,0.004319229999715901,0.07896312326192856,0.97496300428453,0.9834108,0.9923223,0.8100089,0.71127707,0.91961086
503,0.5142857142857142,71351,113.87328512,11.9,10.49767936,24.8178924405318,0.47507214546203613,0.468781741000015,248.73503851890564,240.98962657099986,0.00010466575622558594,0.00010501999997813982,8.637664079666138,5.141514811999939,0.4749264717102051,0.4686242209999989,240.06833004951477,235.79097211900026,0.16371822357177734,0.15867223000000763,84.36803126335144,81.10504040800006,0.31029248237609863,0.3090046510000093,155.29786920547485,154.34156950099984,8.106231689453125e-06,8.210000004282847e-06,0.004382610321044922,0.004327439999720184,0.08618336915969849,0.9726286463203396,0.97352076,0.99566925,0.7415088,0.7260758,0.9193416
504,0.5153061224489796,19127,113.774026752,11.9,10.49767936,24.8178924405318,0.527289628982544,0.49497087999998257,249.26232814788818,241.48459745099984,0.07027173042297363,0.03939410999998927,8.707935810089111,5.1809089219999285,0.4569380283355713,0.45550543000001653,240.52526807785034,236.24647754900028,0.15383529663085938,0.15367865999999708,84.5218665599823,81.25871906800006,0.3025815486907959,0.3013100599999916,155.60045075416565,154.64287956099983,7.62939453125e-06,7.760000016787671e-06,0.004390239715576172,0.004335199999736972,0.07675021886825562,0.9747690649036127,0.97826165,0.99283373,0.8564305,0.70464665,0.9238407
505,0.5163265306122449,109239,113.788776448,11.9,10.49767936,24.8178924405318,0.48934435844421387,0.48245059999999285,249.7516725063324,241.96704805099984,0.00010800361633300781,0.00010817000000429289,8.708043813705444,5.181017091999933,0.4891939163208008,0.4823009799999909,241.01446199417114,236.72877852900027,0.16871905326843262,0.1631258000000173,84.69058561325073,81.42184486800008,0.3201282024383545,0.3188344099999938,155.920578956604,154.96171397099982,7.867813110351562e-06,7.850000002918023e-06,0.0043981075286865234,0.00434304999973989,0.0784001499414444,0.9751043156451351,0.9763196,0.994223,0.8033673,0.7135371,0.92860824
506,0.5173469387755102,39351,113.845825536,11.9,10.49767936,24.8178924405318,0.44980359077453613,0.4479571100000044,250.20147609710693,242.41500516099984,0.00010585784912109375,0.00010574000000929118,8.708149671554565,5.181122831999942,0.44965648651123047,0.4478008300000056,241.46411848068237,237.17657935900027,0.15259528160095215,0.1519149099999879,84.84318089485168,81.57375977800007,0.2961549758911133,0.2949631600000089,156.21673393249512,155.25667713099983,7.62939453125e-06,7.67000000223561e-06,0.0044057369232177734,0.004350719999742125,0.07498739659786224,0.975494396542341,0.98614466,0.9899898,0.8058218,0.76625484,0.92257357
507,0.5183673469387755,56631,113.787346944,11.9,10.49767936,24.8178924405318,0.4606456756591797,0.4541596099999765,250.6621217727661,242.86916477099982,0.00010895729064941406,0.00010889999998653366,8.708258628845215,5.181231731999929,0.4604940414428711,0.4539961700000106,241.92461252212524,237.63057552900028,0.153825044631958,0.15315760000001433,84.99700593948364,81.72691737800008,0.3057386875152588,0.2999015199999917,156.52247262001038,155.55657865099982,9.298324584960938e-06,9.150000011004522e-06,0.004415035247802734,0.00435986999975313,0.07224654406309128,0.9765355049400497,0.9859823,0.9943474,0.8223553,0.6916456,0.91871375
508,0.5193877551020408,25271,113.882230784,11.9,10.49767936,24.8178924405318,0.48184704780578613,0.47134119000000396,251.1439688205719,243.34050596099982,0.018738508224487305,0.009538050000003295,8.726997137069702,5.190769781999932,0.46303701400756836,0.46173508000001107,242.3876495361328,238.0923106090003,0.156693696975708,0.15667543000000705,85.15369963645935,81.88359280800009,0.30581021308898926,0.30453070000001503,156.82828283309937,155.86110935099984,8.821487426757812e-06,8.979999989833232e-06,0.004423856735229492,0.004368849999742963,0.08004286140203476,0.9743306567855912,0.98785406,0.98713934,0.74393344,0.7297624,0.92951393
509,0.5204081632653061,105527,113.937969152,11.9,10.49767936,24.8178924405318,0.4558279514312744,0.4542410299999915,251.59979677200317,243.7947469909998,0.00011157989501953125,0.00011188999999944826,8.727108716964722,5.190881671999931,0.4556751251220703,0.4540884500000004,242.84332466125488,238.5463990590003,0.15417695045471191,0.15391766999999845,85.30787658691406,82.03751047800009,0.30115175247192383,0.29982962000002544,157.1294345855713,156.16093897099987,8.344650268554688e-06,8.340000022144523e-06,0.004432201385498047,0.004377189999765108,0.07334670424461365,0.9759889983233476,0.9866442,0.99403447,0.7747529,0.6989014,0.92050326
510,0.5214285714285715,57271,113.915805696,11.9,10.49767936,24.8178924405318,0.5427608489990234,0.5136280310000245,252.1425576210022,244.30837502199984,0.06393980979919434,0.036900329999980386,8.791048526763916,5.227782001999912,0.4787449836730957,0.4766550209999991,243.32206964492798,239.0230540800003,0.16179776191711426,0.16108396100000277,85.46967434883118,82.19859443900009,0.31638646125793457,0.31500631999998063,157.44582104682922,156.47594529099985,8.344650268554688e-06,8.510000014894104e-06,0.0044405460357666016,0.004385699999780002,0.06990113109350204,0.9775166175435714,0.9825745,0.99481934,0.82287043,0.71814907,0.92328084
511,0.5224489795918368,77367,113.774002176,11.9,10.49767936,24.8178924405318,0.453812837600708,0.44463519999999335,252.5963704586029,244.75301022199983,0.00010466575622558594,0.00010499999999069587,8.791153192520142,5.227887001999902,0.45366454124450684,0.44447574000000145,243.77573418617249,239.4675298200003,0.1503763198852539,0.14968193000001406,85.62005066871643,82.3482763690001,0.30234503746032715,0.2938144900000168,157.74816608428955,156.76975978099986,8.58306884765625e-06,8.820000005016482e-06,0.004449129104614258,0.004394519999785018,0.08189448714256287,0.9750221079190972,0.97810364,0.99528253,0.7641291,0.71606714,0.9222839
512,0.523469387755102,123831,113.77348608,11.9,10.49767936,24.8178924405318,0.4739816188812256,0.46714805999999953,253.07035207748413,245.22015828199983,0.00011491775512695312,0.00011520000001041808,8.791268110275269,5.228002201999913,0.47382402420043945,0.46699061999999003,244.24955821037292,239.93452044000028,0.1623396873474121,0.1568194400000209,85.78239035606384,82.50509580900012,0.31113338470458984,0.30982678000000874,158.05929946899414,157.07958656099987,8.58306884765625e-06,8.73000001888613e-06,0.004457712173461914,0.004403249999803904,0.08129541575908661,0.973689578579955,0.97533786,0.99567705,0.7189639,0.73038095,0.9205464
513,0.5244897959183673,23351,113.77649664,11.9,10.49767936,24.8178924405318,0.5346939563751221,0.5012771600000008,253.60504603385925,245.72143544199983,0.07389688491821289,0.04245409999998628,8.865164995193481,5.270456301999899,0.4607234001159668,0.45875363999999763,244.7102816104889,240.39327408000028,0.15592551231384277,0.15524458000001573,85.93831586837769,82.66034038900014,0.3039205074310303,0.30259445999999457,158.36321997642517,157.38218102099987,7.62939453125e-06,7.67000000223561e-06,0.004465341567993164,0.00441091999980614,0.07972104102373123,0.9745777161325178,0.98089504,0.9911588,0.8121853,0.73368216,0.92285115
514,0.5255102040816326,41271,113.776177152,11.9,10.49767936,24.8178924405318,0.47316861152648926,0.4648400899999956,254.07821464538574,246.18627553199983,0.00011134147644042969,0.00010519999997882223,8.865276336669922,5.270561501999878,0.47301483154296875,0.464683320000006,245.18329644203186,240.8579574000003,0.1608719825744629,0.1538637900000026,86.09918785095215,82.81420417900014,0.31122589111328125,0.3098761499999796,158.67444586753845,157.69205717099985,9.298324584960938e-06,9.299999987888441e-06,0.004474639892578125,0.004420219999794028,0.07775169610977173,0.9749837941955438,0.98304516,0.99002224,0.834331,0.71382177,0.9254635
515,0.5265306122448979,47543,113.781387264,11.9,10.49767936,24.8178924405318,0.4788494110107422,0.47135083000000577,254.55706405639648,246.65762636199983,0.00010514259338378906,0.00010509000000524793,8.865381479263306,5.270666591999883,0.47870326042175293,0.47119352999999364,245.6619997024536,241.32915093000028,0.161956787109375,0.15604718000000162,86.26114463806152,82.97025135900014,0.31580281257629395,0.31415448999999285,158.99024868011475,158.00621166099984,8.821487426757812e-06,8.759999985841205e-06,0.004483461380004883,0.0044289799997798696,0.07225245237350464,0.976128648808776,0.98074543,0.9959256,0.8629394,0.65184206,0.9247572
516,0.5275510204081633,71095,113.873215488,11.9,10.49767936,24.8178924405318,0.47487974166870117,0.4732672610000179,255.03194379806519,247.13089362299985,0.00011992454528808594,0.00012018999998986146,8.865501403808594,5.270786781999873,0.474717378616333,0.47310561099999404,246.13671708106995,241.80225654100028,0.16054964065551758,0.16032028000000764,86.42169427871704,83.13057163900015,0.3137960433959961,0.3124134109999943,159.30404472351074,158.31862507199983,8.344650268554688e-06,8.360000009588475e-06,0.0044918060302734375,0.004437339999789458,0.0703413113951683,0.9771451748304517,0.984902,0.995949,0.8434943,0.682335,0.92002034
517,0.5285714285714286,55223,113.87672576,11.9,10.49767936,24.8178924405318,0.49184107780456543,0.4803176899999926,255.52378487586975,247.61121131299984,0.01700448989868164,0.007595199999997249,8.882505893707275,5.27838198199987,0.4747624397277832,0.47265246000000616,246.61147952079773,242.27490900100028,0.16132855415344238,0.1605519299999969,86.58302283287048,83.29112356900015,0.312544584274292,0.3111926500000095,159.61658930778503,158.62981772199984,8.106231689453125e-06,8.23999999965963e-06,0.004499912261962891,0.004445579999789118,0.0731167420744896,0.9761639638926728,0.98109275,0.9935279,0.84335756,0.76463276,0.92188185
518,0.5295918367346939,96311,113.840566272,11.9,10.49767936,24.8178924405318,0.4810752868652344,0.47896606000000475,256.004860162735,248.09017737299985,0.00010275840759277344,0.00010285999999837259,8.882608652114868,5.278484841999869,0.4809284210205078,0.47880985000000464,247.09240794181824,242.7537188510003,0.16279053688049316,0.16199749999998403,86.74581336975098,83.45312106900013,0.31720733642578125,0.315857469999969,159.93379664421082,158.9456751919998,9.298324584960938e-06,9.089999991829245e-06,0.0045092105865478516,0.004454669999780947,0.07451517134904861,0.97549196972494,0.97937167,0.99121064,0.8177306,0.7987869,0.9240154
519,0.5306122448979592,44215,114.039283712,11.9,10.49767936,24.8178924405318,0.47614502906799316,0.47414649000000963,256.481005191803,248.56432386299986,0.00010466575622558594,0.00010479000002305838,8.882713317871094,5.278589631999892,0.4759976863861084,0.4739891500000226,247.56840562820435,243.2277080010003,0.16153573989868164,0.1607930399999873,86.90734910964966,83.61391410900012,0.31350040435791016,0.31214621999998826,160.24729704856873,159.2578214119998,8.821487426757812e-06,8.610000008957286e-06,0.004518032073974609,0.004463279999789904,0.0722290650010109,0.9762891907313133,0.9874171,0.9932452,0.754649,0.7807453,0.9168226
520,0.5316326530612245,102327,113.963503616,11.9,10.49767936,24.8178924405318,0.4659738540649414,0.46439272999998593,256.9469790458679,249.02871659299984,0.0001125335693359375,0.0001128199999698154,8.88282585144043,5.2787024519998615,0.4658193588256836,0.4642387899999676,248.03422498703003,243.69194679100028,0.15768671035766602,0.15741588000003048,87.06503582000732,83.77132998900015,0.3077852725982666,0.3064687400000139,160.555082321167,159.5642901519998,8.821487426757812e-06,9.110000007694907e-06,0.004526853561401367,0.004472389999797599,0.08029383420944214,0.9741388644579401,0.9916987,0.9894302,0.73470473,0.7125367,0.9156655
521,0.5326530612244897,68151,113.86222592,11.9,10.49767936,24.8178924405318,0.48470592498779297,0.47238986000002114,257.4316849708557,249.50110645299986,0.01967930793762207,0.009409919999995964,8.902505159378052,5.2881123719998575,0.464951753616333,0.4629092000000128,248.49917674064636,244.1548559910003,0.1570286750793457,0.15627240999998548,87.22206449508667,83.92760239900014,0.3073849678039551,0.3061038499999995,160.86246728897095,159.8703940019998,8.58306884765625e-06,8.48000001951732e-06,0.0045354366302490234,0.004480869999817116,0.07305263727903366,0.9766848590732695,0.9873784,0.9940677,0.8266517,0.70195967,0.9185989
522,0.5336734693877551,3255,113.792004096,11.9,10.49767936,24.8178924405318,0.5755820274353027,0.523761100999991,258.007266998291,250.02486755399985,0.10142159461975098,0.05167018000003054,9.003926753997803,5.339782551999888,0.4740872383117676,0.4720209209999666,248.97326397895813,244.62687691200026,0.1601121425628662,0.159382609999966,87.38217663764954,84.0869850090001,0.3128347396850586,0.3114668110000025,161.175302028656,160.18186081299982,8.821487426757812e-06,8.960000002389279e-06,0.004544258117675781,0.004489829999819506,0.06982799619436264,0.9770007693069382,0.98255855,0.99512273,0.82136893,0.6872362,0.9255156
523,0.5346938775510204,101687,114.093846528,11.9,10.49767936,24.8178924405318,0.45728158950805664,0.455134610000016,258.4645485877991,250.48000216399987,0.00010323524475097656,0.00010335000001759909,9.004029989242554,5.339885901999906,0.457136869430542,0.4549790899999948,249.43040084838867,245.08185600200025,0.15434622764587402,0.1535906100000375,87.53652286529541,84.24057561900014,0.3018758296966553,0.3004644100000178,161.47717785835266,160.48232522299983,8.821487426757812e-06,8.790000038061407e-06,0.004553079605102539,0.004498619999857567,0.07272466272115707,0.976752680570284,0.97644126,0.99364895,0.9094296,0.7596778,0.92937493
524,0.5357142857142857,86071,114.095190016,11.9,10.49767936,24.8178924405318,0.4738926887512207,0.4613710100000503,258.9384412765503,250.94137317399992,0.00011849403381347656,0.00011856999998371975,9.004148483276367,5.340004471999889,0.47373247146606445,0.4612111999999797,249.90413331985474,245.54306720200023,0.1571652889251709,0.15642911999998432,87.69368815422058,84.39700473900012,0.3162119388580322,0.3044377699999927,161.7933897972107,160.78676299299983,8.821487426757812e-06,8.939999986523617e-06,0.004561901092529297,0.004507559999844091,0.0776728019118309,0.9765479422367304,0.9808622,0.9916822,0.8765044,0.77049714,0.92768925
525,0.536734693877551,6839,114.086678528,11.9,10.49767936,24.8178924405318,0.4873011112213135,0.47932516000003034,259.4257423877716,251.42069833399995,0.00010848045349121094,0.0001087399999732952,9.004256963729858,5.340113211999863,0.4871492385864258,0.4791739899999925,250.39128255844116,246.02224119200022,0.16739177703857422,0.1609474500000374,87.86107993125916,84.55795218900016,0.31940746307373047,0.3178828000000067,162.11279726028442,161.10464579299983,7.62939453125e-06,7.709999977123516e-06,0.004569530487060547,0.004515269999821214,0.07827336341142654,0.9751163754681613,0.98237336,0.9939419,0.7694123,0.7283259,0.9151989
526,0.5377551020408163,69175,113.901264896,11.9,10.49767936,24.8178924405318,0.4872627258300781,0.47423360999999886,259.9130051136017,251.89493194399995,0.018901824951171875,0.008063410000033855,9.02315878868103,5.3481766219998965,0.46828484535217285,0.4660985599999776,250.85956740379333,246.4883397520002,0.15855097770690918,0.15778175999997757,88.01963090896606,84.71573394900014,0.30916881561279297,0.30777233999998543,162.42196607589722,161.41241813299982,8.58306884765625e-06,8.300000047256617e-06,0.004578113555908203,0.004523569999868471,0.07142587751150131,0.9771151021397095,0.98794264,0.9939396,0.8262438,0.7128107,0.91831076
527,0.5387755102040817,85047,113.788694528,11.9,10.49767936,24.8178924405318,0.524160623550415,0.501168889999974,260.4371657371521,252.39610083399992,0.05491995811462402,0.03398813000001155,9.078078746795654,5.382164751999908,0.4691507816314697,0.4671027199999571,251.3287181854248,246.95544247200016,0.15925979614257812,0.15864339000000882,88.17889070510864,84.87437733900015,0.3092944622039795,0.30786706999998614,162.7312605381012,161.7202852029998,8.344650268554688e-06,8.439999987785995e-06,0.004586458206176758,0.004532009999856257,0.07251369953155518,0.9764683662377909,0.9812318,0.99719626,0.8280676,0.6479244,0.9229342
528,0.539795918367347,33207,113.830088704,11.9,10.49767936,24.8178924405318,0.49255967140197754,0.49030643099996496,260.9297254085541,252.8864072649999,0.00011038780212402344,0.00011075999998411135,9.078189134597778,5.382275511999892,0.4924042224884033,0.4901434710000103,251.8211224079132,247.44558594300017,0.16717243194580078,0.16639118000000508,88.34606313705444,85.04076851900015,0.3242948055267334,0.32280685099999573,163.05555534362793,162.0430920539998,9.298324584960938e-06,9.37999999450767e-06,0.004595756530761719,0.0045413899998507645,0.0687766969203949,0.9776052369514494,0.9831734,0.99554473,0.8255997,0.702321,0.9239437
529,0.5408163265306123,40631,113.951240192,11.9,10.49767936,24.8178924405318,0.4824824333190918,0.4802820599999791,261.41220784187317,253.36668932499987,0.000118255615234375,0.00011842999998634696,9.078307390213013,5.3823939419998785,0.48230767250061035,0.4801078500000244,252.30343008041382,247.9256937930002,0.16488194465637207,0.16406677000003356,88.51094508171082,85.20483528900019,0.316469669342041,0.31505513000001883,163.37202501296997,162.35814718399982,9.059906005859375e-06,9.279999972022779e-06,0.004604816436767578,0.004550669999822787,0.0760858803987503,0.9758663640798947,0.9868437,0.9879722,0.8478519,0.75488436,0.9281038
530,0.5418367346938775,22327,113.75054848,11.9,10.49767936,24.8178924405318,0.4702308177947998,0.4681595700000116,261.88243865966797,253.83484889499988,0.0005724430084228516,0.0005973300000050585,9.078879833221436,5.382991271999884,0.46961402893066406,0.46751263999999537,252.77304410934448,248.3932064330002,0.16045045852661133,0.15973358000002236,88.67139554023743,85.36456886900021,0.3087587356567383,0.3073800000000233,163.6807837486267,162.66552718399984,9.298324584960938e-06,9.120000015627738e-06,0.004614114761352539,0.004559789999838415,0.06926321238279343,0.9785548814960188,0.98612696,0.9923507,0.8460108,0.8001318,0.92924213
531,0.5428571428571428,78007,113.772490752,11.9,10.49767936,24.8178924405318,0.5415048599243164,0.5153731799999832,262.4239435195923,254.35022207499986,0.07434630393981934,0.0504007399999864,9.153226137161255,5.43339201199987,0.46707940101623535,0.4648973500000011,253.24012351036072,248.8581037830002,0.15816950798034668,0.15737698999998884,88.82956504821777,85.5219458590002,0.3083171844482422,0.3068762600000241,163.98910093307495,162.97240344399987,9.298324584960938e-06,9.259999956157117e-06,0.0046234130859375,0.004569049999794572,0.06559769064188004,0.9786998802395209,0.98543906,0.9945361,0.84760845,0.76491225,0.9228907
532,0.5438775510204081,68535,113.74536704,11.9,10.49767936,24.8178924405318,0.4743926525115967,0.4721708499999977,262.8983361721039,254.82239292499986,0.00011491775512695312,0.00011489999997138511,9.153341054916382,5.433506911999841,0.47423410415649414,0.47200381999999763,253.7143576145172,249.3301076030002,0.1607809066772461,0.15999031999996305,88.99034595489502,85.68193617900016,0.312516450881958,0.3110638500000391,164.3016173839569,163.2834672939999,9.298324584960938e-06,9.28999997995561e-06,0.004632711410522461,0.004578339999774528,0.07765641808509827,0.9750989149331575,0.9831374,0.9941524,0.788471,0.7053983,0.9180669
533,0.5448979591836735,71735,113.323053056,11.8,10.49767936,24.8178924405318,0.4628887176513672,0.46101618000000144,263.36122488975525,255.28340910499986,0.0005781650543212891,0.0006036900000481182,9.153919219970703,5.4341106019998895,0.4622652530670166,0.46036579000002575,254.17662286758423,249.7904733930002,0.1568434238433838,0.15618569999998044,89.1471893787384,85.83812187900014,0.30498838424682617,0.3037550800000304,164.60660576820374,163.58722237399994,9.298324584960938e-06,9.340000019619765e-06,0.004642009735107422,0.0045876799997941475,0.06865215301513672,0.977609653774541,0.9835119,0.9965029,0.84366965,0.69085944,0.9254251
534,0.5459183673469388,56247,113.394782208,11.8,10.49767936,24.8178924405318,0.5069289207458496,0.5046513699999764,263.8681538105011,255.78806047499984,0.0005705356597900391,0.0005946900000139976,9.154489755630493,5.4347052919999035,0.5063142776489258,0.5040075800000068,254.68293714523315,250.29448097300022,0.1727004051208496,0.1718598300000167,89.31988978385925,86.00998170900016,0.3331730365753174,0.33171948000000384,164.93977880477905,163.91894185399994,9.5367431640625e-06,9.37999999450767e-06,0.004651546478271484,0.004597059999788655,0.0706276223063469,0.9773892988277243,0.9882031,0.99245673,0.83505344,0.72714716,0.922422
535,0.5469387755102041,124599,113.2578816,11.8,10.49767936,24.8178924405318,0.48026442527770996,0.4738444609999988,264.3484182357788,256.26190493599984,0.014272451400756836,0.010050040000010085,9.16876220703125,5.444755331999914,0.4658973217010498,0.46370471100004806,255.1488344669342,250.75818568400027,0.15813803672790527,0.1573997909999889,89.47802782058716,86.16738150000015,0.30708909034729004,0.30564516999999114,165.24686789512634,164.22458702399993,9.298324584960938e-06,9.529999999813299e-06,0.004660844802856445,0.0046065899997884685,0.06958654522895813,0.9770041753052844,0.98219186,0.9922138,0.87179995,0.764553,0.9271227
536,0.5479591836734694,15927,113.309130752,11.8,10.49767936,24.8178924405318,0.4707677364349365,0.4686153399999853,264.81918597221375,256.7305202759998,0.00011515617370605469,0.00011526000002959336,9.168877363204956,5.444870591999943,0.4706082344055176,0.468448120000005,255.61944270133972,251.22663380400027,0.15914440155029297,0.15832705999997643,89.63717222213745,86.32570856000012,0.310544490814209,0.3091921099999695,165.55741238594055,164.5337791339999,8.821487426757812e-06,9.009999985210015e-06,0.004669666290283203,0.0046155999997736785,0.0771474689245224,0.976549397935834,0.98326695,0.99089366,0.8586008,0.77521306,0.92575234
537,0.5489795918367347,58807,113.44801792,11.8,10.49767936,24.8178924405318,0.4663105010986328,0.4642162200000257,265.2854964733124,257.19473649599985,0.000568389892578125,0.00011442999999644599,9.169445753097534,5.44498502199994,0.4656989574432373,0.463578640000037,256.08514165878296,251.6902124440003,0.15865612030029297,0.157944509999993,89.79582834243774,86.48365307000012,0.3066556453704834,0.30525162999998656,165.86406803131104,164.8390307639999,9.059906005859375e-06,8.780000030128576e-06,0.0046787261962890625,0.004624379999803807,0.06974761188030243,0.9775957563294262,0.9844779,0.9949611,0.8784552,0.7482814,0.91687894
538,0.55,21943,113.303871488,11.8,10.49767936,24.8178924405318,0.4197654724121094,0.4179416399999809,265.7052619457245,257.61267813599983,0.0005860328674316406,0.0002647499999852698,9.170031785964966,5.445249771999925,0.4191324710845947,0.41728398999998717,256.50427412986755,252.1074964340003,0.15018844604492188,0.149526700000024,89.94601678848267,86.63317977000014,0.2685205936431885,0.2673413900000128,166.13258862495422,165.1063721539999,9.059906005859375e-06,8.870000044680637e-06,0.004687786102294922,0.004633249999848488,0.06785699725151062,0.9779149213936538,0.9827602,0.9950654,0.8468696,0.6881086,0.92684156
