iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,model_backward_time,model_backward_time_cpu,model_backward_time_sum,model_backward_time_sum_cpu,model_save_time,model_save_time_cpu,model_save_time_sum,model_save_time_sum_cpu,loss,accuracy,accuracy_class_0,accuracy_class_1,accuracy_class_2,accuracy_class_3,accuracy_class_4
10,0.011224489795918367,14263,113.266991104,11.8,9.8828416,23.364335242528615,0.465986967086792,0.4559252100000002,9.24757432937622,6.097653152,0.0001068115234375,0.00012442999999962012,0.7408304214477539,0.15279327999999825,0.4658353328704834,0.4557567899999988,8.505947351455688,5.943451832000003,0.16314435005187988,0.15430156999999944,5.193222761154175,2.677234781,0.30185985565185547,0.30060072000000027,3.3057594299316406,3.2592005810000035,8.821487426757812e-06,8.800000001585317e-06,9.250640869140625e-05,9.230000000215455e-05,1.1745692491531372,0.6623535376959873,0.52514595,0.7130738,0.0021100473,0.1440504,0.81139505
11,0.012244897959183673,39479,114.141016064,11.9,9.8828416,23.364335242528615,0.4877347946166992,0.45032860000000063,9.73530912399292,6.547981752000001,0.00010752677917480469,0.0001076300000004693,0.7409379482269287,0.15290090999999872,0.48758411407470703,0.45017894999999974,8.993531465530396,6.3936307820000025,0.18918442726135254,0.15307752000000008,5.382407188415527,2.830312301,0.29801416397094727,0.29671902000000117,3.603773593902588,3.5559196010000047,8.106231689453125e-06,7.979999999463416e-06,0.00010061264038085938,0.00010028000000161796,1.0821701288223267,0.7107609268975582,0.59230244,0.77459794,0.0008342023,0.12407537,0.7978353
12,0.013265306122448979,61751,113.342697472,11.8,9.8828416,23.364335242528615,0.5182092189788818,0.48542366100000045,10.253518342971802,7.033405413000001,0.045516252517700195,0.014171769999999029,0.7864542007446289,0.16707267999999775,0.4726109504699707,0.47116792099999927,9.466142416000366,6.864798703000002,0.1602005958557129,0.1600695200000004,5.54260778427124,2.9903818210000006,0.3118295669555664,0.3105234709999998,3.9156031608581543,3.8664430720000045,8.58306884765625e-06,8.339999999051884e-06,0.00010919570922851562,0.00010862000000066985,1.082749605178833,0.724698491223145,0.6641502,0.76488966,0.0008580009,0.0635681,0.79603994
13,0.014285714285714285,109751,113.357971456,11.8,9.8828416,23.364335242528615,0.46816539764404297,0.4661503000000007,10.721683740615845,7.499555713000002,0.00010609626770019531,0.00010643000000065683,0.7865602970123291,0.1671791099999984,0.46801328659057617,0.4659899000000003,9.934155702590942,7.330788603000002,0.15823721885681152,0.15752674999999883,5.700845003128052,3.1479085709999994,0.308837890625,0.30750916999999944,4.224441051483154,4.173952242000004,9.775161743164062e-06,9.609999999327101e-06,0.00011897087097167969,0.00011822999999999695,1.0630385875701904,0.7468169925312782,0.65865785,0.7989247,0.00018470631,0.06504897,0.8010162
14,0.015306122448979591,48311,113.416638464,11.8,9.8828416,23.364335242528615,0.4677290916442871,0.4658920300000009,11.189412832260132,7.965447743000003,0.00010633468627929688,0.00010655999999897858,0.7866666316986084,0.1672856699999974,0.4675781726837158,0.4657337100000003,10.401733875274658,7.796522313000002,0.15804648399353027,0.15738162999999972,5.858891487121582,3.305290200999999,0.3083631992340088,0.3071161199999999,4.532804250717163,4.481068362000004,8.58306884765625e-06,8.490000000804798e-06,0.00012755393981933594,0.00012672000000080175,1.0210765600204468,0.7741042543173499,0.67655575,0.83910495,0.00048076926,0.053331595,0.8027786
15,0.0163265306122449,52151,113.498566656,11.8,9.8828416,23.364335242528615,0.4552750587463379,0.4531799499999991,11.64468789100647,8.418627693000001,0.00010728836059570312,0.00010746999999966533,0.7867739200592041,0.16739313999999705,0.4551231861114502,0.45302865000000025,10.856857061386108,8.249550963000003,0.15424323081970215,0.15343997999999992,6.013134717941284,3.458730180999999,0.3004930019378662,0.2992065299999993,4.833297252655029,4.780274892000003,8.58306884765625e-06,8.460000000098944e-06,0.0001361370086669922,0.0001351800000009007,0.9779170155525208,0.7946717099684664,0.70448816,0.86140877,0.00020859408,0.04546098,0.7933843
16,0.017346938775510204,80439,113.379897344,11.8,9.8828416,23.364335242528615,0.4914565086364746,0.45497984,12.136144399642944,8.873607533000001,0.07127857208251953,0.03673201000000148,0.8580524921417236,0.20412514999999853,0.42010068893432617,0.4181752399999983,11.276957750320435,8.667726203,0.15096497535705566,0.15027605000000044,6.16409969329834,3.6090062309999995,0.2685532569885254,0.26733179000000007,5.101850509643555,5.047606682000003,9.059906005859375e-06,8.699999998640351e-06,0.00014519691467285156,0.00014387999999954104,0.9417956471443176,0.8009113944744156,0.73520976,0.86366296,0.0001883594,0.033066917,0.791629
17,0.018367346938775512,57655,113.430441984,11.8,9.8828416,23.364335242528615,0.4673173427581787,0.4651569699999989,12.603461742401123,9.338764503,0.00010991096496582031,0.00012690000000148416,0.8581624031066895,0.20425205000000002,0.4671649932861328,0.464988120000001,11.744122743606567,9.132714323000002,0.15867137908935547,0.15783706999999936,6.322771072387695,3.766843300999999,0.3076589107513428,0.3063030999999974,5.4095094203948975,5.353909782000001,8.821487426757812e-06,9.11000000058948e-06,0.00015401840209960938,0.00015299000000013052,0.8976429104804993,0.8144900104336763,0.75595105,0.88055843,0.0007042253,0.02447502,0.78904545
18,0.019387755102040816,112567,113.365528576,11.8,9.8828416,23.364335242528615,0.4709169864654541,0.46865887999999956,13.074378728866577,9.807423383,0.0005741119384765625,0.0005699599999999805,0.858736515045166,0.20482201,0.47029948234558105,0.46801736000000105,12.214422225952148,9.600731683000003,0.16047143936157227,0.15960138000000157,6.483242511749268,3.9264446810000004,0.30947184562683105,0.30806550000000144,5.7189812660217285,5.661975282000002,7.867813110351562e-06,7.769999999851507e-06,0.00016188621520996094,0.00016075999999998203,0.86675626039505,0.8206497239082344,0.76858795,0.8878,0.00019758941,0.026985936,0.78411925
19,0.02040816326530612,123319,113.426792448,11.8,9.8828416,23.364335242528615,0.46388840675354004,0.46182934099999784,13.538267135620117,10.269252723999998,0.00010180473327636719,0.00010220000000060736,0.8588383197784424,0.2049242100000006,0.4637446403503418,0.4616717510000008,12.67816686630249,10.062403434000004,0.1570725440979004,0.15633445100000287,6.640315055847168,4.082779132000003,0.3057699203491211,0.30443028000000183,6.02475118637085,5.966405562000004,7.867813110351562e-06,7.64999999702809e-06,0.0001697540283203125,0.00016840999999701012,0.8292958736419678,0.8411540072149463,0.83467925,0.8884969,0.00039215686,0.016699541,0.78636754
20,0.02142857142857143,5303,113.30646016,11.8,9.8828416,23.364335242528615,0.5369794368743896,0.5073488600000005,14.075246572494507,10.776601583999998,0.0650327205657959,0.03737358000000057,0.9238710403442383,0.24229779000000118,0.47186923027038574,0.46990149999999886,13.150036096572876,10.532304934000003,0.16202306747436523,0.16136063000000078,6.802338123321533,4.244139762000004,0.30927538871765137,0.30798068,6.334026575088501,6.274386242000004,8.58306884765625e-06,8.420000000342043e-06,0.00017833709716796875,0.00017682999999735216,0.7999804615974426,0.8434184455635702,0.82702875,0.90115124,0.0001926411,0.02086514,0.7813489
21,0.022448979591836733,21303,113.323347968,11.8,9.8828416,23.364335242528615,0.48287534713745117,0.47478698999999835,14.558121919631958,11.251388573999996,0.00010561943054199219,0.00012257999999931712,0.9239766597747803,0.2424203700000005,0.4827249050140381,0.47462039999999917,13.632761001586914,11.006925334000002,0.1637113094329834,0.16288439999999937,6.966049432754517,4.4070241620000035,0.31195855140686035,0.3106640400000025,6.645985126495361,6.585050282000006,8.106231689453125e-06,8.069999999804622e-06,0.00018644332885742188,0.00018489999999715678,0.7928995490074158,0.8464324137944029,0.77815014,0.9281555,0.0,0.019664867,0.7860486
22,0.02346938775510204,24759,113.37695232,11.8,9.8828416,23.364335242528615,0.47168684005737305,0.4695048100000001,15.029808759689331,11.720893383999996,0.0001087188720703125,0.00012549999999933448,0.9240853786468506,0.24254586999999983,0.47153472900390625,0.46933718000000013,14.10429573059082,11.476262514000002,0.1609485149383545,0.16009791000000106,7.126997947692871,4.5671220720000045,0.30976176261901855,0.30840011999999817,6.95574688911438,6.8934504020000045,8.344650268554688e-06,8.30000000107134e-06,0.00019478797912597656,0.00019319999999822812,0.7788053750991821,0.8450626983042614,0.8874226,0.8705439,0.0,0.009319104,0.7766488
23,0.024489795918367346,7479,113.387503616,11.8,9.8828416,23.364335242528615,0.43180394172668457,0.42579754999999864,15.461612701416016,12.146690933999995,0.01368403434753418,0.009557359999998738,0.9377694129943848,0.25210322999999857,0.41803717613220215,0.4161616099999996,14.522332906723022,11.892424124000001,0.14898133277893066,0.14822110000000066,7.275979280471802,4.715343172000005,0.26844096183776855,0.26731198000000234,7.224187850952148,7.160762382000007,8.344650268554688e-06,7.920000001604421e-06,0.00020313262939453125,0.00020111999999983254,0.7522748112678528,0.8598037527267955,0.837644,0.9179037,0.0,0.007222389,0.77832294
24,0.025510204081632654,30391,113.482379264,11.8,9.8828416,23.364335242528615,0.503326416015625,0.4831408900000014,15.96493911743164,12.629831823999996,0.03514266014099121,0.017099609999998933,0.972912073135376,0.2692028399999975,0.4681077003479004,0.4659691499999994,14.990440607070923,12.358393274,0.15773582458496094,0.15699062999999924,7.433715105056763,4.872333802000004,0.30983400344848633,0.3084286399999989,7.534021854400635,7.469191022000006,8.344650268554688e-06,8.180000001800636e-06,0.00021147727966308594,0.00020930000000163318,0.7534975409507751,0.8541535310459202,0.8248852,0.9141269,0.0,0.007214599,0.7784042
25,0.026530612244897958,122423,113.53939968,11.8,9.8828416,23.364335242528615,0.45742130279541016,0.4552943410000019,16.42236042022705,13.085126164999998,0.00010395050048828125,0.00010389999999915744,0.9730160236358643,0.26930673999999666,0.4572751522064209,0.45514012099999945,15.447715759277344,12.813533395,0.15436887741088867,0.15357024000000052,7.588083982467651,5.025904042000005,0.3019397258758545,0.3005800210000018,7.835961580276489,7.7697710430000075,8.106231689453125e-06,7.929999998879111e-06,0.00021958351135253906,0.0002172300000005123,0.728244960308075,0.859210984139147,0.85548586,0.9161664,0.0,0.0046710265,0.76734585
26,0.027551020408163266,7863,113.487282176,11.8,9.8828416,23.364335242528615,0.4522268772125244,0.45079945000000166,16.874587297439575,13.535925615,0.00011038780212402344,0.00011052999999705548,0.9731264114379883,0.2694172699999937,0.4520738124847412,0.45064714000000095,15.899789571762085,13.264180535000001,0.15294671058654785,0.1528151400000013,7.741030693054199,5.178719182000006,0.29873132705688477,0.2974410799999987,8.134692907333374,8.067212123000006,7.62939453125e-06,7.769999999851507e-06,0.00022721290588378906,0.0002250000000003638,0.6752918362617493,0.8697467848363819,0.90451485,0.9100496,0.0,0.007901669,0.7766001
27,0.02857142857142857,63543,113.361297408,11.8,9.8828416,23.364335242528615,0.49279260635375977,0.4709985899999971,17.367379903793335,14.006924204999997,0.040345191955566406,0.020446339999999452,1.0134716033935547,0.28986360999999317,0.45237112045288086,0.450480129999999,16.352160692214966,13.714660665,0.1534254550933838,0.15274559999999937,7.894456148147583,5.331464782000006,0.29839181900024414,0.2971873400000007,8.433084726333618,8.364399463000007,7.867813110351562e-06,7.68999999678499e-06,0.00023508071899414062,0.0002326899999971488,0.7392899990081787,0.848836425359106,0.86328053,0.8937364,0.00018201675,0.005854801,0.77319056
28,0.02959183673469388,21687,113.333317632,11.8,9.8828416,23.364335242528615,0.4898107051849365,0.46946750000000037,17.85719060897827,14.476391704999998,0.03629136085510254,0.017931730000000812,1.0497629642486572,0.307795339999994,0.453446626663208,0.4514669900000001,16.805607318878174,14.166127655,0.15437769889831543,0.15364560000000083,8.048833847045898,5.4851103820000064,0.29845499992370605,0.2972478100000018,8.731539726257324,8.661647273000009,8.106231689453125e-06,8.079999997079312e-06,0.00024318695068359375,0.0002407699999942281,0.722521960735321,0.8566942632044827,0.87536716,0.89968574,0.0,0.0062948326,0.786318
29,0.030612244897959183,44983,113.393201152,11.8,9.8828416,23.364335242528615,0.46316957473754883,0.46101673000000076,18.32036018371582,14.937408434999998,0.0005741119384765625,0.0001871999999991658,1.0503370761871338,0.30798253999999314,0.4625513553619385,0.4603750699999978,17.268158674240112,14.626502724999998,0.1584453582763672,0.1576157699999996,8.207279205322266,5.642726152000006,0.3037452697753906,0.30240446000000176,9.035284996032715,8.96405173300001,8.106231689453125e-06,8.19999999990273e-06,0.0002512931823730469,0.00024896999999413083,0.6740623712539673,0.8706491072137439,0.8132752,0.9478954,0.0,0.008007867,0.780444
30,0.03163265306122449,96439,113.702035456,11.8,9.8828416,23.364335242528615,0.4727022647857666,0.4706608100000018,18.793062448501587,15.408069245,0.0005762577056884766,0.00020814000000157762,1.0509133338928223,0.3081906799999947,0.47208333015441895,0.470014459999998,17.74024200439453,15.096517184999996,0.16159415245056152,0.1608377300000008,8.368873357772827,5.803563882000007,0.31012892723083496,0.30882344999999845,9.34541392326355,9.272875183000009,7.867813110351562e-06,7.840000002090619e-06,0.00025916099548339844,0.00025680999999622145,0.6867303252220154,0.8611586260028185,0.7949381,0.9424015,0.0,0.008112782,0.78002673
31,0.0326530612244898,54583,113.648758784,11.8,9.929004032,23.47346929329175,0.520639181137085,0.5030563210000025,19.313701629638672,15.911125566000003,0.03453946113586426,0.019071770000000043,1.0854527950286865,0.32726244999999476,0.48601627349853516,0.4839058610000002,18.226258277893066,15.580423045999996,0.16499638557434082,0.16425530000000066,8.533869743347168,5.9678191820000075,0.3204226493835449,0.319036981,9.665836572647095,9.591912164000009,8.106231689453125e-06,8.040000000875125e-06,0.00026726722717285156,0.0002648499999970966,0.644473135471344,0.8753069755765683,0.8638921,0.9360038,0.0,0.0074278186,0.77876323
32,0.0336734693877551,82487,113.596809216,11.8,9.929004032,23.47346929329175,0.5138001441955566,0.4874126799999985,19.82750177383423,16.398538246,0.041533470153808594,0.017159570000000457,1.1269862651824951,0.3444220199999952,0.47218990325927734,0.4701803499999997,18.698448181152344,16.050603395999996,0.16014862060546875,0.15944367999999898,8.694018363952637,6.1272628620000065,0.3114926815032959,0.31020301999999944,9.97732925415039,9.902115184000008,8.106231689453125e-06,8.160000000145828e-06,0.0002753734588623047,0.0002730099999972424,0.6284540891647339,0.8757496794474087,0.87460476,0.93032235,0.0,0.005431755,0.78524435
33,0.03469387755102041,46135,113.650798592,11.8,9.929004032,23.47346929329175,0.48272061347961426,0.4806297700000002,20.310222387313843,16.879168016,0.00010514259338378906,0.00010513000000145212,1.127091407775879,0.3445271499999967,0.4825732707977295,0.48047526999999945,19.181021451950073,16.531078665999996,0.16358160972595215,0.1628127699999986,8.857599973678589,6.290075632000005,0.3180551528930664,0.3167092199999999,10.295384407043457,10.218824404000008,8.106231689453125e-06,7.950000000533919e-06,0.0002834796905517578,0.0002809599999977763,0.6280069351196289,0.8696837734046268,0.88819045,0.91730887,0.0,0.0075970083,0.7810767
34,0.03571428571428571,123959,113.517805568,11.8,9.929004032,23.47346929329175,0.4626481533050537,0.4607582999999984,20.772870540618896,17.339926316,0.00010204315185546875,0.00010224000000036426,1.1271934509277344,0.34462938999999704,0.46250367164611816,0.46060699000000227,19.64352512359619,16.991685655999998,0.15594267845153809,0.15527390000000096,9.013542652130127,6.445349532000006,0.3056321144104004,0.30437386999999916,10.601016521453857,10.523198274000007,7.3909759521484375e-06,7.490000001553199e-06,0.00029087066650390625,0.0002884499999993295,0.605728805065155,0.8786309892280734,0.88297534,0.9318636,0.0,0.007477491,0.79030144
35,0.036734693877551024,29111,113.411207168,11.8,9.929004032,23.47346929329175,0.5122568607330322,0.4772356799999997,21.28512740135193,17.817161996,0.03878068923950195,0.014214509999998626,1.1659741401672363,0.35884389999999566,0.473402738571167,0.462952210000001,20.11692786216736,17.454637866,0.1666274070739746,0.15738157999999913,9.180170059204102,6.602731112000005,0.30622148513793945,0.30502123999999853,10.907238006591797,10.828219514000006,7.3909759521484375e-06,7.579999998341691e-06,0.0002982616424560547,0.0002960299999976712,0.5774266123771667,0.8869265714654676,0.86356115,0.953304,0.00020399837,0.00821018,0.7871849
36,0.03775510204081633,72631,113.47140608,11.8,9.929004032,23.47346929329175,0.5136816501617432,0.49399792999999903,21.798809051513672,18.311159926,0.035566091537475586,0.017921069999999872,1.201540231704712,0.37676496999999554,0.4780433177947998,0.476008199999999,20.594971179962158,17.930646065999998,0.1637251377105713,0.16288825000000173,9.343895196914673,6.765619362000007,0.31377291679382324,0.3125812500000009,11.22101092338562,11.140800764000007,8.106231689453125e-06,8.010000001945627e-06,0.0003063678741455078,0.00030403999999961684,0.5875276923179626,0.8852980959701978,0.8748736,0.9453025,0.0,0.013550444,0.7810524
37,0.03877551020408163,76087,113.415110656,11.8,9.929004032,23.47346929329175,0.44867897033691406,0.44606946100000044,22.247488021850586,18.757229387,0.000576019287109375,0.00011595000000141908,1.2021162509918213,0.37688091999999696,0.4480586051940918,0.44542440100000036,21.04302978515625,18.376070466999998,0.1523585319519043,0.15149248999999898,9.496253728866577,6.917111852000006,0.29532909393310547,0.2935676409999992,11.516340017318726,11.434368405000006,8.344650268554688e-06,8.210000000730133e-06,0.0003147125244140625,0.00031225000000034697,0.5310976505279541,0.8939081890383079,0.8593094,0.970745,0.0,0.0121893305,0.7830387
38,0.03979591836734694,28727,114.516709376,11.9,9.929004032,23.47346929329175,0.4609537124633789,0.45894452000000285,22.708441734313965,19.216173907,0.0005729198455810547,0.00011712999999957674,1.2026891708374023,0.37699804999999653,0.46033239364624023,0.45829967999999965,21.50336217880249,18.834370146999998,0.15696310997009277,0.15621326999999852,9.65321683883667,7.073325122000004,0.3030102252960205,0.3017335199999991,11.819350242614746,11.736101925000005,8.106231689453125e-06,7.909999997224304e-06,0.0003228187561035156,0.0003201599999975713,0.5394005179405212,0.8930145700001946,0.90717846,0.9488634,0.0,0.009212609,0.7650153
39,0.04081632653061224,84279,115.008684032,12.0,9.929004032,23.47346929329175,0.5035576820373535,0.48593865000000136,23.21199941635132,19.702112557000003,0.03619265556335449,0.02055030000000002,1.2388818264007568,0.39754834999999655,0.46729207038879395,0.4653191000000021,21.970654249191284,19.299689247,0.15843605995178223,0.157767800000002,9.811652898788452,7.231092922000006,0.30777454376220703,0.30645172999999915,12.127124786376953,12.042553655000004,7.867813110351562e-06,7.769999999851507e-06,0.0003306865692138672,0.0003279299999974228,0.533329963684082,0.8919602632606605,0.92576665,0.93904763,0.0,0.005309953,0.7642091
40,0.04183673469387755,19639,113.404616704,11.8,9.929004032,23.47346929329175,0.5023143291473389,0.4916292399999982,23.714313745498657,20.193741797,0.026836395263671875,0.01772661000000042,1.2657182216644287,0.415274959999997,0.4753997325897217,0.47382908999999884,22.446053981781006,19.773518337,0.16286611557006836,0.1625079300000003,9.97451901435852,7.393600852000007,0.3119523525238037,0.3107459499999976,12.439077138900757,12.353299605000002,8.344650268554688e-06,8.420000000342043e-06,0.0003390312194824219,0.0003363499999977648,0.511913001537323,0.8990622457626323,0.91681546,0.9507026,0.0,0.0051766536,0.7749617
41,0.04285714285714286,26551,113.388601344,11.8,9.929004032,23.47346929329175,0.4727919101715088,0.47072926999999964,24.187105655670166,20.664471067,0.0005772113800048828,0.0005951999999993518,1.2662954330444336,0.4158701599999963,0.4721715450286865,0.4700848499999992,22.918225526809692,20.243603186999998,0.1623382568359375,0.1615420200000024,10.136857271194458,7.555142872000009,0.30946969985961914,0.3081939399999989,12.748546838760376,12.661493545,7.867813110351562e-06,7.849999999365309e-06,0.00034689903259277344,0.00034419999999713013,0.5072199702262878,0.900723163841808,0.9125495,0.95755875,0.0,0.0062119523,0.7800221
42,0.04387755102040816,18231,112.840081408,11.8,9.929004032,23.47346929329175,0.5578508377075195,0.52979822,24.744956493377686,21.194269287,0.08401775360107422,0.05735852000000108,1.3503131866455078,0.4732286799999974,0.4737532138824463,0.4723645000000012,23.39197874069214,20.715967687,0.1625676155090332,0.16242974000000032,10.299424886703491,7.717572612000009,0.3105480670928955,0.30931213000000213,13.059094905853271,12.970805675000003,9.775161743164062e-06,1.0160000002201741e-05,0.0003566741943359375,0.0003543599999993319,0.48151108622550964,0.9050961623348692,0.9210206,0.963391,0.0,0.007948472,0.7779431
43,0.044897959183673466,108087,112.838688768,11.8,9.929004032,23.47346929329175,0.47829174995422363,0.4761431810000012,25.22324824333191,21.670412468000002,0.00011444091796875,0.00011467999999936751,1.3504276275634766,0.47334335999999677,0.478130578994751,0.47596743100000083,23.87010931968689,21.191935118,0.16295123100280762,0.162200330000001,10.462376117706299,7.87977294200001,0.31421780586242676,0.31279377099999905,13.373312711715698,13.283599446000002,8.821487426757812e-06,8.939999997181758e-06,0.0003654956817626953,0.00036329999999651363,0.4565659463405609,0.9070746618375203,0.9102846,0.9711615,0.0,0.0047820737,0.7804206
