iter,epoch,first_entry,cpu_mem,cpu_mem_perc,gpu_mem,gpu_mem_perc,iteration_time,iteration_time_cpu,iteration_time_sum,iteration_time_sum_cpu,load_time,load_time_cpu,load_time_sum,load_time_sum_cpu,model_time,model_time_cpu,model_time_sum,model_time_sum_cpu,model_forward_time,model_forward_time_cpu,model_forward_time_sum,model_forward_time_sum_cpu,loss,accuracy,accuracy_class_0,accuracy_class_1,accuracy_class_2,accuracy_class_3,accuracy_class_4
0,0.005681818181818182,0,79.9476736,8.7,1.587838464,3.75385862542588,0.4141883850097656,0.20807574799999884,256.0903024673462,244.8311679790003,0.24905610084533691,0.04369344099998784,22.65138006210327,14.519845186000229,0.1649770736694336,0.16423489700000005,233.35608386993408,230.20773097900027,0.16490793228149414,0.16416946699999357,233.28730869293213,230.14543008499973,0.03794793412089348,0.9886238322542024,0.99236107,0.9971767,0.9566679,0.9032613,0.95052063
1,0.011363636363636364,128,80.044019712,8.7,1.587838464,3.75385862542588,0.15304207801818848,0.1524275239999895,256.2433445453644,244.9835955030003,0.00018310546875,0.0001351500000055239,22.65156316757202,14.519980336000234,0.152817964553833,0.15218127400001435,233.50890183448792,230.3599122530003,0.15277338027954102,0.15214092400000823,233.44008207321167,230.29757100899974,0.03943373262882233,0.9886509806821476,0.993094,0.9974679,0.94703543,0.90289354,0.9522572
2,0.017045454545454544,256,80.100425728,8.7,1.587838464,3.75385862542588,0.16090178489685059,0.1603663759999563,256.40424633026123,245.14396187900024,0.00010395050048828125,0.00010412000000314947,22.65166711807251,14.520084456000237,0.16076159477233887,0.16020857600000227,233.66966342926025,230.5201208290003,0.16071367263793945,0.16016471599999704,233.6007957458496,230.45773572499974,0.041403885930776596,0.9883413539351302,0.9922109,0.99746937,0.93878824,0.91252536,0.95300704
3,0.022727272727272728,384,80.073785344,8.7,1.587838464,3.75385862542588,0.16318225860595703,0.15964549500000658,256.5674285888672,245.30360737400025,0.013131141662597656,0.010209122999981446,22.664798259735107,14.530293579000219,0.14997506141662598,0.1493703220000384,233.81963849067688,230.66949115100033,0.14992070198059082,0.14932407200001308,233.7507164478302,230.60705979699975,0.03503855690360069,0.9890474977137022,0.99337083,0.9973711,0.976689,0.90510535,0.95329916
4,0.028409090909090908,512,80.004022272,8.7,1.587838464,3.75385862542588,0.1929788589477539,0.1822934720000262,256.76040744781494,245.48590084600028,0.03805112838745117,0.027919177999990552,22.70284938812256,14.55821275700021,0.15485429763793945,0.15431002399998306,233.97449278831482,230.8238011750003,0.15480327606201172,0.1542630440000039,233.9055197238922,230.76132284099975,0.03623208776116371,0.9892037121949926,0.99287575,0.99765813,0.94512194,0.9062301,0.9552968
5,0.03409090909090909,640,80.048390144,8.7,1.587838464,3.75385862542588,0.1442089080810547,0.14374447000000146,256.904616355896,245.62964531600028,0.00010418891906738281,0.00010417999999390304,22.702953577041626,14.558316937000203,0.1440715789794922,0.14358939000004511,234.1185643672943,230.96739056500036,0.1440281867980957,0.14354978999995183,234.0495479106903,230.9048726309997,0.035699259489774704,0.9886485436037368,0.9914277,0.99786925,0.9768433,0.9041673,0.9497311
6,0.03977272727272727,768,80.045572096,8.7,1.587838464,3.75385862542588,0.14904165267944336,0.1485414100000071,257.05365800857544,245.77818672600029,0.00010132789611816406,0.00010105000001203734,22.703054904937744,14.558417987000215,0.14890718460083008,0.14838853000003382,234.26747155189514,231.1157790950004,0.1488649845123291,0.14835048999998435,234.19841289520264,231.0532231209997,0.03708912804722786,0.9887686223142251,0.9928893,0.99763423,0.95045614,0.90842175,0.9487336
7,0.045454545454545456,896,80.072691712,8.7,1.587838464,3.75385862542588,0.1684103012084961,0.16465806600001542,257.22206830978394,245.9428447920003,0.013840675354003906,0.010680462999971496,22.716895580291748,14.569098450000187,0.15450358390808105,0.15391577299999426,234.42197513580322,231.26969486800039,0.15445423126220703,0.1538707429999704,234.35286712646484,231.20709386399966,0.03626459464430809,0.9888234826187257,0.99237704,0.9970848,0.9787193,0.89874274,0.95191973
8,0.05113636363636364,1024,79.989608448,8.7,1.587838464,3.75385862542588,0.19347620010375977,0.18134913300002609,257.4155445098877,246.12419392500033,0.03976726531982422,0.028219919999969534,22.756662845611572,14.597318370000156,0.15364480018615723,0.15306990300001644,234.57561993598938,231.4227647710004,0.15359997749328613,0.15302927299995872,234.50646710395813,231.36012313699962,0.03538552299141884,0.9890269356165636,0.9932062,0.9976665,0.95206857,0.90413636,0.95237094
9,0.056818181818181816,1152,80.047222784,8.7,1.587838464,3.75385862542588,0.15251994132995605,0.15196285299998635,257.56806445121765,246.2761567780003,0.0001423358917236328,0.00010197000000289336,22.756805181503296,14.59742034000016,0.1523430347442627,0.15176237299999684,234.72796297073364,231.5745271440004,0.1522994041442871,0.15172324299999218,234.65876650810242,231.5118463799996,0.03495287895202637,0.9889696095937389,0.9936282,0.9974228,0.9734156,0.9048276,0.9532617
