,index,id,attach_dist,is_attached,is_contained,is_matched,match_ids,match_overlaps,pred_num_pix,pred_sum_pix,true_num_pix,true_sum_pix,ke,true_ke
189,266,8,0.6707930974982584,True,1,1,[24],[0.776699],94,23.537374,89,31.415685653686523,28.358282525855376,38.120571542089785
190,267,11,0.3000030517578125,True,1,1,[38],[0.78205127],68,19.382769,71,22.995698928833008,23.352733290339092,28.827784341801237
191,268,5,0.300018310546875,True,1,0,[],[],11,3.7408867,-1,-1.0,4.50709239546075,-1.0
192,268,6,1.374750066269768,True,0,1,[10],[0.9245283],152,32.012203,154,40.556121826171875,38.568919538015344,45.22939491425295
193,271,11,0.2999267578125,True,1,1,[33],[0.85915494],65,18.455328,67,22.57758140563965,22.2353349249047,25.727685567066363
194,277,6,0.9486784728100077,True,1,1,[15],[0.8153846],115,36.786503,121,44.445220947265625,44.32108775678888,51.31142043265976
195,277,7,0.29998779296875,True,1,1,[29],[0.7736842],168,31.115496,169,34.759254455566406,37.48854901417192,45.300092318032554
196,279,12,0.4242468053627785,True,1,1,[11 10],[0.30927834 0.0030581 ],33,10.46097,-1,-1.0,12.603578222803323,-1.0
197,279,13,100.93118225923855,False,0,1,[4],[0.04007286],22,9.5485735,-1,-1.0,11.504305414406652,-1.0
198,279,14,0.42421444001344266,True,1,1,[17  4],[0.7522936  0.00625978],94,20.750666,97,17.899707794189453,25.000802005629943,20.49917114706199
199,280,14,0.3000030517578125,True,0,1,[16  9],[0.84375    0.01036269],30,10.935129,29,6.499349594116211,13.17485441644508,39.32634100705514
200,281,11,0.3000030517578125,True,1,1,[22  3],[0.86315787 0.00791139],92,18.367264,85,17.20363998413086,22.129233486681102,27.35985646230812
201,281,12,0.424268384549216,True,1,1,[12  7],[0.4347826  0.00100806],24,13.588338,-1,-1.0,16.371491443679997,-1.0
202,283,1,0.3000030517578125,True,1,1,[24  7],[0.7682119  0.00380228],131,28.259815,136,32.25117111206055,34.04797013983669,35.93521378606137
